gene	ko_id	uniprot_chig_id	logFC_half_vs_PDA	adjP_half_vs_PDA	logFC_onetenth_vs_PDA	adjP_onetenth_vs_PDA	logFC_onetenth_vs_half	adjP_onetenth_vs_half	sig_half_vs_PDA	sig_onetenth_vs_PDA	sig_onetenth_vs_half
gene_11990	K00948	tr|A0A1B7Y212|A0A1B7Y212_COLHI	0.7342	0.2413	0.1771	0.7234	-0.5571	0.2251	False	False	False
gene_3711		tr|H1VE26|H1VE26_COLHI	-0.0195	0.9777	0.2386	0.5761	0.2581	0.5419	False	False	False
gene_7602		tr|H1VDZ6|H1VDZ6_COLHI	1.6585	0.0559					False	False	False
gene_1703	K08964	tr|H1VQD6|H1VQD6_COLHI	-0.5714	0.4907	-0.9805	0.1192	-0.4091	0.5208	False	False	False
gene_7690	K01069	tr|A0A1B7YJ09|A0A1B7YJ09_COLHI	-0.3091	0.6615	-1.4576	0.008	-1.1486	0.025	False	True	True
gene_8978	K01187	tr|A0A1B7Y741|A0A1B7Y741_COLHI	-0.6941	0.5975	-1.3012	0.1535	-0.6071	0.5124	False	False	False
gene_9244	K00968	tr|H1VQN5|H1VQN5_COLHI	-0.2395	0.6777	-0.6978	0.0805	-0.4583	0.2393	False	False	False
gene_5820	K14863	tr|H1V5N7|H1V5N7_COLHI	1.098	0.0607	0.6621	0.1022	-0.4359	0.2734	False	False	False
gene_1389	K03949	tr|H1VN44|H1VN44_COLHI	-0.1024	0.8371	-0.061	0.8661	0.0415	0.9078	False	False	False
gene_12376		tr|A0A1B7XUA1|A0A1B7XUA1_COLHI	1.268	0.2365	4.7654	0.0002	3.4975	0.0009	False	True	True
gene_5822	K17878	tr|H1VJ66|H1VJ66_COLHI	0.0016	0.9981					False	False	False
gene_12742	K00981	tr|A0A1B7YLV6|A0A1B7YLV6_COLHI	-0.5513	0.2779	-0.1745	0.655	0.3767	0.3095	False	False	False
gene_6598	K03265	tr|A0A1B7YNW7|A0A1B7YNW7_COLHI	0.4705	0.4151	-1.1319	0.0126	-1.6023	0.0017	False	True	True
gene_4700		tr|H1VS45|H1VS45_COLHI	1.0525	0.0285	0.8366	0.0141	-0.216	0.4926	True	False	False
gene_10106	K01410	tr|A0A1B7YU19|A0A1B7YU19_COLHI							False	False	False
gene_2283	K03061	tr|H1VLE4|H1VLE4_COLHI	-0.1704	0.5501	0.0901	0.6648	0.2605	0.1841	False	False	False
gene_10386		tr|H1W1D6|H1W1D6_COLHI	0.7859	0.1534	-0.3616	0.3848	-1.1475	0.0111	False	False	True
gene_8037		tr|A0A1B7Y4J3|A0A1B7Y4J3_COLHI	1.2409	0.1063					False	False	False
gene_1625	K00088	tr|H1V1Y3|H1V1Y3_COLHI	0.5152	0.1707	-0.1177	0.6894	-0.6329	0.0309	False	False	False
gene_5593	K01758	tr|H1UZ80|H1UZ80_COLHI	-0.3958	0.5274	-0.2265	0.6194	0.1693	0.7167	False	False	False
gene_4521		tr|A0A1B7Y6F9|A0A1B7Y6F9_COLHI	-0.7323	0.1893	-0.2335	0.5846	0.4988	0.223	False	False	False
gene_5936	K10524	tr|H1VLB6|H1VLB6_COLHI	0.8127	0.5204					False	False	False
gene_7012	K10256	tr|H1VA21|H1VA21_COLHI	2.1487	0.0792					False	False	False
gene_1399	K14022	tr|A0A1B7YK37|A0A1B7YK37_COLHI	0.0487	0.8882	0.0418	0.864	-0.0069	0.9776	False	False	False
gene_1328		tr|A0A1B7YVL8|A0A1B7YVL8_COLHI	-1.6758	0.0992	-0.6843	0.3599	0.9915	0.1751	False	False	False
gene_5089	K00789	tr|A0A1B7XZ09|A0A1B7XZ09_COLHI	-0.242	0.6637	-0.314	0.4196	-0.072	0.8659	False	False	False
gene_1734		tr|H1V628|H1V628_COLHI	0.2106	0.8223	0.6053	0.3493	0.3947	0.522	False	False	False
gene_6706	K00801	tr|H1UX91|H1UX91_COLHI	0.2366	0.6836	0.748	0.0653	0.5114	0.1946	False	False	False
gene_9147	K02151	tr|A0A1B7YAP9|A0A1B7YAP9_COLHI	-0.4821	0.6518	-0.733	0.3217	-0.2509	0.7479	False	False	False
gene_8890		tr|A0A1B7YTK3|A0A1B7YTK3_COLHI	-0.3656	0.4005	-1.0129	0.0058	-0.6473	0.0443	False	True	False
gene_12498	K24137	tr|A0A1B7YF50|A0A1B7YF50_COLHI	0.7916	0.0712	-0.7111	0.0308	-1.5027	0.0005	False	False	True
gene_2195	K15102	tr|A0A1B7YTC7|A0A1B7YTC7_COLHI	0.0255	0.9715	0.9305	0.032	0.9049	0.0359	False	False	False
gene_9922	K01440	tr|H1V0E3|H1V0E3_COLHI	0.3617	0.4376					False	False	False
gene_5741	K16261	tr|H1UZD7|H1UZD7_COLHI	-0.982	0.133	1.5653	0.006	2.5473	0.0003	False	True	True
gene_3432	K01876	tr|A0A1B7YE61|A0A1B7YE61_COLHI	0.7539	0.5503	0.2562	0.8044	-0.4976	0.603	False	False	False
gene_8161	K11230	tr|H1UVZ3|H1UVZ3_COLHI	0.7664	0.0798	0.3595	0.2587	-0.4068	0.1946	False	False	False
gene_2512	K00643	tr|H1VKD0|H1VKD0_COLHI					-0.6028	0.2597	False	False	False
gene_3513	K00128	tr|A0A1B7Y5F9|A0A1B7Y5F9_COLHI	-0.0885	0.9423	0.685	0.4275	0.7736	0.3593	False	False	False
gene_12696	K13339	tr|H1V460|H1V460_COLHI	-0.1532	0.6961	0.1887	0.4949	0.3419	0.1971	False	False	False
gene_2864	K03885	tr|H1UYW8|H1UYW8_COLHI	0.0598	0.8755	-0.308	0.1921	-0.3678	0.1189	False	False	False
gene_2821	K14154	tr|A0A1B7YPK3|A0A1B7YPK3_COLHI	-0.0767	0.8837	-0.7918	0.0216	-0.7151	0.0338	False	False	False
gene_740	K17878	tr|H1VT33|H1VT33_COLHI	-0.0501	0.9528	0.0385	0.9451	0.0886	0.878	False	False	False
gene_4133	K00226	tr|A0A1B7Y6C3|A0A1B7Y6C3_COLHI	0.247	0.5948	-0.2135	0.5155	-0.4605	0.1481	False	False	False
gene_1276	K08963	tr|A0A1B7XX61|A0A1B7XX61_COLHI	0.3858	0.5394	-0.0527	0.9181	-0.4385	0.3154	False	False	False
gene_8546	K03953	tr|A0A1B7XZM0|A0A1B7XZM0_COLHI	-0.356	0.4625	0.6451	0.066	1.0011	0.0091	False	False	True
gene_10957	K01673	tr|A0A1B7YQX6|A0A1B7YQX6_COLHI	-0.044	0.9497	-0.3945	0.3492	-0.3505	0.3999	False	False	False
gene_10989	K22836	tr|H1VQQ0|H1VQQ0_COLHI	-0.2418	0.8223	-1.9392	0.0117	-1.6974	0.0217	False	True	True
gene_5176	K21618	tr|A0A1B7YQC6|A0A1B7YQC6_COLHI	0.5757	0.0734	-0.4177	0.0744	-0.9934	0.001	False	False	False
gene_10382	K01754	tr|A0A1B7Y6Y3|A0A1B7Y6Y3_COLHI	0.2132	0.7537	-0.3055	0.5071	-0.5188	0.242	False	False	False
gene_10045	K15628	tr|A0A1B7YDQ1|A0A1B7YDQ1_COLHI	-0.3843	0.5859	0.6138	0.2096	0.9981	0.0472	False	False	False
gene_4234	K00679	tr|A0A1B7YVB1|A0A1B7YVB1_COLHI	-0.0506	0.9528	0.9755	0.0644	1.0262	0.0531	False	False	False
gene_7999		tr|A0A1B7YN50|A0A1B7YN50_COLHI	1.1266	0.3497					False	False	False
gene_3806	K01477	tr|H1VTI0|H1VTI0_COLHI	-0.295	0.7062	-0.9464	0.1286	-0.6514	0.2859	False	False	False
gene_4468	K11681	tr|H1V414|H1V414_COLHI	0.8413	0.3491					False	False	False
gene_6629	K01890	tr|H1VLY2|H1VLY2_COLHI	0.0669	0.8947	-0.1466	0.6458	-0.2135	0.4882	False	False	False
gene_1839	K14004	tr|H1VFV3|H1VFV3_COLHI	0.1909	0.6393	0.2993	0.2904	0.1084	0.7167	False	False	False
gene_1753	K01092	tr|A0A1B7XT79|A0A1B7XT79_COLHI	-0.0065	0.9908	-0.2526	0.5425	-0.2461	0.5515	False	False	False
gene_7097	K00654	tr|H1VWB7|H1VWB7_COLHI	0.8109	0.2019					False	False	False
gene_7271	K03964	tr|A0A1B7XXA0|A0A1B7XXA0_COLHI	0.82	0.5382	0.6128	0.5202	-0.2072	0.8398	False	False	False
gene_3212	K05841	tr|A0A1B7YX64|A0A1B7YX64_COLHI	-0.4128	0.7119	-3.2572	0.0014	-2.8443	0.0021	False	True	True
gene_3601		tr|H1VWM8|H1VWM8_COLHI	0.8999	0.2212	-0.3314	0.5549	-1.2314	0.0317	False	False	True
gene_3452	K00451	tr|A0A1B7YK57|A0A1B7YK57_COLHI							False	False	False
gene_888		tr|A0A1B7YQV5|A0A1B7YQV5_COLHI							False	False	False
gene_6415	K01736	tr|A0A1B7Y3Z2|A0A1B7Y3Z2_COLHI	0.5434	0.2156	0.0738	0.8395	-0.4696	0.1452	False	False	False
gene_10336		tr|H1VNM3|H1VNM3_COLHI	-1.7539	0.1771	-4.4521	0.0025	-2.6981	0.0237	False	True	True
gene_11615	K08738	tr|H1W4E8|H1W4E8_COLHI	0.1241	0.8595	0.3924	0.3738	0.2683	0.5468	False	False	False
gene_3329	K01078	tr|A0A1B7YGY1|A0A1B7YGY1_COLHI	-1.6248	0.0428	0.1005	0.8744	1.7252	0.0111	True	False	True
gene_7206	K01536	tr|H1VWL2|H1VWL2_COLHI			0.8692	0.1038			False	False	False
gene_8874	K03942	tr|H1UZB3|H1UZB3_COLHI	0.0994	0.8366	0.6092	0.053	0.5098	0.0986	False	False	False
gene_6532	K02149	tr|A0A1B7YAB8|A0A1B7YAB8_COLHI	-0.0829	0.8741	0.1012	0.7751	0.1841	0.5789	False	False	False
gene_1965		tr|A0A1B7Y6U5|A0A1B7Y6U5_COLHI	0.6939	0.5223	-0.4329	0.5789	-1.1269	0.0926	False	False	False
gene_12165	K02136	tr|A0A1B7YTN2|A0A1B7YTN2_COLHI	0.0175	0.9724	-0.9305	0.0063	-0.948	0.0049	False	False	False
gene_12913		tr|H1V1B0|H1V1B0_COLHI	-0.6472	0.6548	-3.5487	0.0036	-2.9015	0.0087	False	True	True
gene_11412	K01113	tr|H1VA66|H1VA66_COLHI	-0.0355	0.96	0.559	0.1802	0.5944	0.1518	False	False	False
gene_12310	K01180	tr|A0A1B7YBA0|A0A1B7YBA0_COLHI	-1.1997	0.1401	-2.0186	0.005	-0.8189	0.1698	False	True	False
gene_5707	K18551	tr|A0A1B7YJT2|A0A1B7YJT2_COLHI	-0.2422	0.8548	0.404	0.6535	0.6461	0.3939	False	False	False
gene_1998		tr|H1V952|H1V952_COLHI							False	False	False
gene_1066	K09680	tr|H1VJF2|H1VJF2_COLHI	-1.211	0.1199	-0.0897	0.8926	1.1213	0.0571	False	False	False
gene_3939	K00620	tr|H1W484|H1W484_COLHI	-0.1051	0.8697	-0.283	0.4861	-0.1779	0.664	False	False	False
gene_2758	K01930	tr|A0A1B7YDH6|A0A1B7YDH6_COLHI	-0.9836	0.4641	0.943	0.3285	1.9267	0.0404	False	False	True
gene_3724	K01918	tr|A0A1B7YL21|A0A1B7YL21_COLHI	0.2972	0.6833	3.0633	0.0002	2.766	0.0002	False	True	True
gene_10209	K14794	tr|H1VTV1|H1VTV1_COLHI							False	False	False
gene_7709	K03361	tr|H1UVJ0|H1UVJ0_COLHI	0.1101	0.8366	-0.4423	0.1921	-0.5523	0.1048	False	False	False
gene_11913	K03946	tr|A0A1B7Y179|A0A1B7Y179_COLHI	-0.4436	0.425	1.371	0.0042	1.8146	0.0007	False	True	True
gene_7035	K01653	tr|H1W453|H1W453_COLHI	0.4931	0.2477	-0.428	0.1756	-0.921	0.009	False	False	False
gene_2010	K00942	tr|A0A1B7Y429|A0A1B7Y429_COLHI	0.0224	0.9805	-0.0895	0.8852	-0.1119	0.8522	False	False	False
gene_1711	K00818	tr|H1VKK6|H1VKK6_COLHI	0.8584	0.5154	0.0405	0.9693	-0.8179	0.3778	False	False	False
gene_6359		tr|H1W341|H1W341_COLHI	0.0952	0.8693	0.2133	0.5569	0.118	0.7539	False	False	False
gene_1509	K11173	tr|H1V8F4|H1V8F4_COLHI	-0.5686	0.2155	-0.6362	0.065	-0.0676	0.8576	False	False	False
gene_785	K14572	tr|A0A1B7YPS0|A0A1B7YPS0_COLHI							False	False	False
gene_581	K01120	tr|H1VGT2|H1VGT2_COLHI					1.4217	0.0044	False	False	True
gene_8471	K00380	tr|A0A1B7YBZ2|A0A1B7YBZ2_COLHI	-0.0315	0.9805	-1.7994	0.031	-1.7679	0.0333	False	True	True
gene_12185	K00326	tr|A0A1B7YNM0|A0A1B7YNM0_COLHI	0.649	0.274	-0.2702	0.5462	-0.9192	0.0417	False	False	False
gene_9484	K00416	tr|A0A1B7YBJ8|A0A1B7YBJ8_COLHI	-0.6321	0.2463	-0.2328	0.5767	0.3993	0.3198	False	False	False
gene_1024	K15100	tr|A0A1B7YRW1|A0A1B7YRW1_COLHI	0.3051	0.7924	0.5485	0.483	0.2434	0.7638	False	False	False
gene_11124	K17743	tr|H1UXP7|H1UXP7_COLHI	0.3185	0.5824	1.2987	0.0058	0.9802	0.0217	False	True	False
gene_6533	K01052	tr|A0A1B7YV29|A0A1B7YV29_COLHI	-0.0721	0.9528					False	False	False
gene_12145	K00586	tr|H1UYH6|H1UYH6_COLHI	-0.005	0.9905	-0.2543	0.4014	-0.2493	0.4033	False	False	False
gene_5506	K10251	tr|H1UWZ2|H1UWZ2_COLHI	0.2373	0.7736	0.6538	0.2298	0.4165	0.4436	False	False	False
gene_3493	K00900	tr|H1VI12|H1VI12_COLHI	0.4818	0.649	1.4514	0.0524	0.9696	0.1787	False	False	False
gene_10696	K00601	tr|A0A1B7XZB0|A0A1B7XZB0_COLHI	0.333	0.2788	-0.058	0.8175	-0.391	0.0867	False	False	False
gene_4844		tr|A0A1B7YWH7|A0A1B7YWH7_COLHI	-2.8941	0.0399	-3.1394	0.005	-0.2452	0.81	True	True	False
gene_11582	K01444	tr|A0A1B7YKI9|A0A1B7YKI9_COLHI							False	False	False
gene_8159	K03426	tr|A0A1B7YP29|A0A1B7YP29_COLHI	0.3615	0.5057	-0.2542	0.5156	-0.6157	0.1078	False	False	False
gene_7951	K01759	tr|H1W3T5|H1W3T5_COLHI	-1.0225	0.1098	-1.8631	0.0022	-0.8406	0.0778	False	True	False
gene_12791	K00953	tr|A0A1B7Y4D7|A0A1B7Y4D7_COLHI	0.0005	0.9995	0.0395	0.9236	0.039	0.9273	False	False	False
gene_6399		tr|A0A1B7XZJ4|A0A1B7XZJ4_COLHI							False	False	False
gene_4147	K01687	tr|A0A1B7YM43|A0A1B7YM43_COLHI	0.0875	0.8551	-0.1337	0.668	-0.2212	0.4598	False	False	False
gene_8056	K15384	tr|A0A1B7YRI8|A0A1B7YRI8_COLHI							False	False	False
gene_2076	K10808	tr|H1VGD0|H1VGD0_COLHI	0.2156	0.7552	-1.2666	0.0122	-1.4822	0.005	False	True	True
gene_9884	K01079	tr|A0A1B7Y8X3|A0A1B7Y8X3_COLHI	0.3363	0.6561	0.5341	0.3064	0.1978	0.7186	False	False	False
gene_13011	K11253	tr|A0A1B7XV88|A0A1B7XV88_COLHI	1.2827	0.2748	2.8702	0.0052	1.5875	0.0709	False	True	False
gene_9741	K04711	tr|H1V433|H1V433_COLHI	0.896	0.0611	-0.7064	0.0403	-1.6024	0.0005	False	False	True
gene_7306	K01530	tr|H1V3J4|H1V3J4_COLHI	0.1122	0.8755	-0.0446	0.9262	-0.1568	0.7398	False	False	False
gene_12527	K00698	tr|A0A1B7Y5T5|A0A1B7Y5T5_COLHI	0.6245	0.6691	1.2726	0.2324	0.6481	0.5258	False	False	False
gene_31	K19703	tr|H1VTE9|H1VTE9_COLHI	-0.4817	0.3563	-1.4583	0.0025	-0.9766	0.0171	False	True	False
gene_4937	K17541	tr|A0A1B7XSV5|A0A1B7XSV5_COLHI							False	False	False
gene_1087		tr|A0A1B7YB10|A0A1B7YB10_COLHI	0.4004	0.5505	0.5692	0.2256	0.1688	0.7338	False	False	False
gene_8601	K12820	tr|A0A1B7Y2E9|A0A1B7Y2E9_COLHI	0.7934	0.4376	0.0911	0.9146	-0.7023	0.3309	False	False	False
gene_5353	K02148	tr|H1W3S3|H1W3S3_COLHI	-0.0406	0.9094	-0.5202	0.0205	-0.4796	0.0295	False	False	False
gene_910	K11353	tr|H1UXS2|H1UXS2_COLHI					5.0735	0.0026	False	False	True
gene_9499	K00006	tr|A0A1B7XXQ2|A0A1B7XXQ2_COLHI	-0.335	0.5031	-0.2622	0.495	0.0728	0.8606	False	False	False
gene_6720	K07101	tr|H1W3Y4|H1W3Y4_COLHI	0.6189	0.1196	0.6829	0.0279	0.064	0.843	False	False	False
gene_2727		tr|A0A1B7Y549|A0A1B7Y549_COLHI							False	False	False
gene_1198	K01869	tr|H1VEJ7|H1VEJ7_COLHI	1.107	0.2079	2.9797	0.0019	1.8727	0.0071	False	True	True
gene_4099	K12813	tr|H1UXZ4|H1UXZ4_COLHI							False	False	False
gene_128		tr|H1VFT8|H1VFT8_COLHI	-1.1159	0.2296	-0.1538	0.842	0.962	0.1592	False	False	False
gene_353	K02259	tr|H1V8F7|H1V8F7_COLHI							False	False	False
gene_4664	K09829	tr|H1VPK2|H1VPK2_COLHI	-0.3028	0.6969	-1.604	0.0116	-1.3012	0.0301	False	True	True
gene_9829	K22762	tr|H1V7Y8|H1V7Y8_COLHI	1.5329	0.0721	1.013	0.0979	-0.5199	0.392	False	False	False
gene_4125	K02889	tr|H1V0I3|H1V0I3_COLHI	0.2031	0.9084	3.4088	0.0055	3.2056	0.0066	False	True	True
gene_11517	K03786	tr|H1V5S4|H1V5S4_COLHI	-0.6882	0.2365					False	False	False
gene_9939	K14171	tr|A0A1B7Y199|A0A1B7Y199_COLHI	1.4456	0.2393	-2.0831	0.0298	-3.5287	0.0018	False	True	True
gene_5630	K01551	tr|A0A1B7Y6N3|A0A1B7Y6N3_COLHI	-0.0467	0.9403	-0.8517	0.0257	-0.8049	0.0328	False	False	False
gene_11061		tr|A0A1B7YG16|A0A1B7YG16_COLHI	0.1188	0.9318					False	False	False
gene_8488		tr|A0A1B7YRR4|A0A1B7YRR4_COLHI	-0.8214	0.5931	-1.183	0.2666	-0.3616	0.7485	False	False	False
gene_8040	K18660	tr|A0A1B7YDR0|A0A1B7YDR0_COLHI	0.7454	0.358	1.0051	0.0906	0.2596	0.6728	False	False	False
gene_5834	K03940	tr|A0A1B7Y6B6|A0A1B7Y6B6_COLHI	-0.7964	0.3922	1.9381	0.0066	2.7345	0.0015	False	True	True
gene_646	K00223	tr|A0A1B7Y5H5|A0A1B7Y5H5_COLHI							False	False	False
gene_8583		tr|H1VGR3|H1VGR3_COLHI	-2.735	0.0872					False	False	False
gene_10107	K06158	tr|H1V5A4|H1V5A4_COLHI	0.3143	0.3104	0.1079	0.6463	-0.2064	0.3578	False	False	False
gene_1165	K15110	tr|H1UYL4|H1UYL4_COLHI	-0.3226	0.6744	0.7557	0.1513	1.0784	0.0466	False	False	True
gene_3662	K24160	tr|A0A1B7YMV9|A0A1B7YMV9_COLHI	-0.2213	0.8755	-1.4581	0.1196	-1.2368	0.1805	False	False	False
gene_5996		tr|H1VSE1|H1VSE1_COLHI	-1.5276	0.4518	0.152	0.9236	1.6797	0.2388	False	False	False
gene_4889	K01487	tr|H1W235|H1W235_COLHI	-0.4591	0.4554	-1.9117	0.0021	-1.4526	0.0065	False	True	True
gene_8485	K15115	tr|A0A1B7YJ92|A0A1B7YJ92_COLHI							False	False	False
gene_10636	K00728	tr|H1VSG4|H1VSG4_COLHI	-0.2282	0.771	1.3025	0.0191	1.5307	0.0081	False	True	True
gene_12503	K02858	tr|A0A1B7YB82|A0A1B7YB82_COLHI	-0.8211	0.3254	-1.2569	0.0444	-0.4358	0.474	False	True	False
gene_12528	K14394	tr|H1VBM8|H1VBM8_COLHI	-0.3969	0.6116	0.7579	0.1632	1.1548	0.0402	False	False	True
gene_10368		tr|H1UWT0|H1UWT0_COLHI	0.808	0.1005	1.82	0.0005	1.012	0.0105	False	True	True
gene_10850	K00999	tr|H1V592|H1V592_COLHI	0.4698	0.4831	0.2568	0.6009	-0.213	0.667	False	False	False
gene_10956	K00384	tr|H1V9U0|H1V9U0_COLHI	0.3352	0.5602	-0.7783	0.058	-1.1135	0.0115	False	False	True
gene_12797	K22884	tr|A0A1B7XU63|A0A1B7XU63_COLHI	1.3685	0.3565	2.1195	0.0563	0.7511	0.4608	False	False	False
gene_8151	K05956	tr|H1V6S2|H1V6S2_COLHI	0.7703	0.5948	-0.0145	0.9882	-0.7848	0.4608	False	False	False
gene_9483	K01950	tr|A0A1B7YUP0|A0A1B7YUP0_COLHI	0.9599	0.2099	0.2344	0.6955	-0.7255	0.1945	False	False	False
gene_6161	K01922	tr|A0A1B7YA63|A0A1B7YA63_COLHI	-0.269	0.4613	-0.3001	0.2488	-0.0311	0.9157	False	False	False
gene_11066	K14654	tr|H1VGT7|H1VGT7_COLHI							False	False	False
gene_12385	K03781	tr|A0A1B7YNX5|A0A1B7YNX5_COLHI	-0.0245	0.9833	2.2734	0.0077	2.2979	0.0066	False	True	True
gene_9021	K10258	tr|H1V9I8|H1V9I8_COLHI	0.565	0.239	0.9733	0.0128	0.4083	0.2432	False	False	False
gene_4406	K15100	tr|H1V1B2|H1V1B2_COLHI	0.5414	0.577	1.6899	0.0196	1.1486	0.0909	False	True	False
gene_10717	K01611	tr|H1V5H2|H1V5H2_COLHI	1.23	0.4225	4.0953	0.0028	2.8652	0.0153	False	True	True
gene_8193		tr|H1VC89|H1VC89_COLHI	0.5939	0.4279	0.4173	0.5069	-0.1766	0.7903	False	False	False
gene_5161		tr|H1VMF4|H1VMF4_COLHI	-0.5708	0.8255	0.4152	0.8262	0.986	0.5673	False	False	False
gene_11490	K01199	tr|A0A1B7YKN2|A0A1B7YKN2_COLHI	-1.1128	0.0399	-0.8241	0.03	0.2887	0.4249	True	False	False
gene_12891	K05863	tr|H1UY15|H1UY15_COLHI	0.432	0.3339	0.4487	0.1651	0.0167	0.9633	False	False	False
gene_10389	K00943	tr|A0A1B7YHI2|A0A1B7YHI2_COLHI	-0.1193	0.8755	-0.5675	0.2298	-0.4482	0.3384	False	False	False
gene_7208	K04708	tr|A0A1B7YNB1|A0A1B7YNB1_COLHI	0.0385	0.9664	0.7135	0.1824	0.675	0.2011	False	False	False
gene_7207	K00844	tr|A0A1B7XRV3|A0A1B7XRV3_COLHI							False	False	False
gene_2079	K19829	tr|H1VZL7|H1VZL7_COLHI					0.7603	0.3362	False	False	False
gene_9890	K00274	tr|A0A1B7Y841|A0A1B7Y841_COLHI							False	False	False
gene_13019	K08139	tr|H1UZM7|H1UZM7_COLHI	1.0506	0.4197	1.9986	0.0494	0.948	0.3306	False	True	False
gene_12158	K03676	tr|A0A1B7XWX7|A0A1B7XWX7_COLHI	-0.0687	0.9508	-0.9913	0.1449	-0.9227	0.1688	False	False	False
gene_10181	K00287	tr|A0A1B7YPK7|A0A1B7YPK7_COLHI					1.6636	0.2265	False	False	False
gene_7857	K19386	tr|H1VX95|H1VX95_COLHI							False	False	False
gene_902	K04518	tr|A0A1B7YNE7|A0A1B7YNE7_COLHI	0.7349	0.4708	-3.6589	0.0004	-4.3938	0.0002	False	True	True
gene_5298	K00418	tr|A0A1B7Y5C4|A0A1B7Y5C4_COLHI	-0.5594	0.5545	0.669	0.3874	1.2284	0.1102	False	False	False
gene_11658	K01266	tr|H1V8F5|H1V8F5_COLHI	-0.7943	0.3922					False	False	False
gene_2500	K01719	tr|H1V3Z5|H1V3Z5_COLHI	0.5495	0.526	-0.7034	0.321	-1.2529	0.0813	False	False	False
gene_8263	K01536	tr|A0A1B7YH47|A0A1B7YH47_COLHI	0.9966	0.2628	0.172	0.8139	-0.8245	0.2025	False	False	False
gene_2487	K00505	tr|A0A1B7Y8K3|A0A1B7Y8K3_COLHI							False	False	False
gene_5035	K13711	tr|A0A1B7YK20|A0A1B7YK20_COLHI	0.4694	0.4005	0.4366	0.3078	-0.0328	0.9492	False	False	False
gene_9415		tr|A0A1B7YFI2|A0A1B7YFI2_COLHI	-1.326	0.4711	3.527	0.0138	4.8529	0.0023	False	True	True
gene_5255	K03177	tr|A0A1B7YIG4|A0A1B7YIG4_COLHI	0.7094	0.1397	-0.8898	0.02	-1.5992	0.0008	False	False	True
gene_2374	K00864	tr|A0A1B7YBF8|A0A1B7YBF8_COLHI							False	False	False
gene_2178	K07756	tr|H1V5U1|H1V5U1_COLHI	-0.4004	0.5399	-0.6307	0.1934	-0.2303	0.6458	False	False	False
gene_4061	K05917	tr|H1UXD9|H1UXD9_COLHI	0.6459	0.4818	-0.1007	0.8932	-0.7466	0.245	False	False	False
gene_3400		tr|H1VXV1|H1VXV1_COLHI							False	False	False
gene_7466	K00637	tr|A0A1B7XW30|A0A1B7XW30_COLHI							False	False	False
gene_2704	K13941	tr|A0A1B7YAD9|A0A1B7YAD9_COLHI	0.3535	0.8542	1.8893	0.1376	1.5358	0.1639	False	False	False
gene_1218	K02304	tr|A0A1B7YLN9|A0A1B7YLN9_COLHI	0.1419	0.8316	-0.6971	0.1632	-0.8389	0.0965	False	False	False
gene_7936	K00222	tr|H1VRT5|H1VRT5_COLHI					2.0393	0.0155	False	False	True
gene_9074	K00451	tr|A0A1B7YFN1|A0A1B7YFN1_COLHI	0.0543	0.9318	-0.9475	0.0133	-1.0018	0.0096	False	False	True
gene_7618	K15117	tr|A0A1B7YPK5|A0A1B7YPK5_COLHI	-0.5755	0.5553	0.6872	0.3481	1.2627	0.086	False	False	False
gene_5224		tr|H1VSX7|H1VSX7_COLHI							False	False	False
gene_3440	K07019	tr|A0A1B7YJD4|A0A1B7YJD4_COLHI							False	False	False
gene_10855		tr|A0A1B7XVE6|A0A1B7XVE6_COLHI	0.8412	0.445	0.2448	0.7825	-0.5964	0.4062	False	False	False
gene_4814	K09827	tr|A0A1B7YBE9|A0A1B7YBE9_COLHI							False	False	False
gene_8915	K00889	tr|H1W2T7|H1W2T7_COLHI					1.4411	0.1617	False	False	False
gene_6102	K00793	tr|H1UYZ9|H1UYZ9_COLHI	0.8421	0.0359	-0.4302	0.1048	-1.2723	0.0005	False	False	True
gene_4313		tr|A0A1B7XT94|A0A1B7XT94_COLHI							False	False	False
gene_8795	K01530	tr|A0A1B7YA02|A0A1B7YA02_COLHI	2.4088	0.1063	0.569	0.6163	-1.8398	0.095	False	False	False
gene_8201	K02933	tr|A0A1B7XSZ5|A0A1B7XSZ5_COLHI	-0.6472	0.7502	-1.196	0.3551	-0.5488	0.6816	False	False	False
gene_900		tr|A0A1B7XVR6|A0A1B7XVR6_COLHI	0.4612	0.5602	1.2415	0.0319	0.7803	0.1548	False	True	False
gene_8185	K01852	tr|H1UWK5|H1UWK5_COLHI							False	False	False
gene_10666	K00107	tr|A0A1B7Y8U3|A0A1B7Y8U3_COLHI							False	False	False
gene_744	K00505	tr|A0A1B7YUH4|A0A1B7YUH4_COLHI	0.081	0.9304					False	False	False
gene_6374		tr|H1VS16|H1VS16_COLHI	1.5058	0.0412	-0.2859	0.5761	-1.7917	0.0027	True	False	True
gene_7732	K05994	tr|A0A1B7YHZ1|A0A1B7YHZ1_COLHI	0.4718	0.7403	-0.9804	0.3366	-1.4522	0.1485	False	False	False
gene_11038	K18587	tr|H1VBS9|H1VBS9_COLHI							False	False	False
gene_4816	K01240	tr|A0A1B7YU10|A0A1B7YU10_COLHI							False	False	False
gene_4007	K00641	tr|A0A1B7YAZ3|A0A1B7YAZ3_COLHI							False	False	False
gene_3780		tr|A0A1B7YG62|A0A1B7YG62_COLHI	0.3784	0.6912					False	False	False
gene_2152		tr|A0A1B7YB11|A0A1B7YB11_COLHI	0.9819	0.5624					False	False	False
