kegg_pathway_name	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	gimme	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	gimme	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	gimme	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	11_galacturonate	aerobic	necrotrophic	1	1	5.0	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	11_galacturonate	anaerobic	necrotrophic	1	1	5.0	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	18_necrotrophic_mix	aerobic	cocktail	1	1	0.001	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	imat	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	01_trehalose	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	01_trehalose	anaerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	02_glycerol	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	02_glycerol	anaerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	03_palmitate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	04_oleate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	05_hexacosanoate	aerobic	pre-infection	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	06_glucose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	06_glucose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	07_sucrose_low	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	07_sucrose_low	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	08_glutamate	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	09_glutamine	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	10_gaba	aerobic	biotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	11_galacturonate	aerobic	necrotrophic	1	1	5.0	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	11_galacturonate	anaerobic	necrotrophic	1	1	5.0	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	12_xylose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	12_xylose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	13_arabinose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	14_maltose	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	14_maltose	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	16_pre_infection_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	16_pre_infection_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	17_biotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	17_biotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	18_necrotrophic_mix	aerobic	cocktail	1	1	1.0	1.0
Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism	pfba	18_necrotrophic_mix	anaerobic	cocktail	1	1	1.0	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	01_trehalose	aerobic	pre-infection	1	1	0.1082	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	01_trehalose	anaerobic	pre-infection	1	1	0.022	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	02_glycerol	aerobic	pre-infection	1	1	0.0313	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	02_glycerol	anaerobic	pre-infection	1	1	0.0007	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	03_palmitate	aerobic	pre-infection	1	1	0.1719	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	04_oleate	aerobic	pre-infection	1	1	0.1931	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	05_hexacosanoate	aerobic	pre-infection	1	1	0.3108	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	06_glucose_low	aerobic	biotrophic	1	1	0.0549	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	06_glucose_low	anaerobic	biotrophic	1	1	0.0112	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	07_sucrose_low	aerobic	biotrophic	1	1	0.0549	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	07_sucrose_low	anaerobic	biotrophic	1	1	0.0112	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	08_glutamate	aerobic	biotrophic	1	1	0.0795	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	08_glutamate	anaerobic	biotrophic	1	1	0.0004	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	09_glutamine	aerobic	biotrophic	1	1	0.0796	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	09_glutamine	anaerobic	biotrophic	1	1	0.0004	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	10_gaba	aerobic	biotrophic	1	1	0.0748	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	12_xylose	aerobic	necrotrophic	1	1	0.2197	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	12_xylose	anaerobic	necrotrophic	1	1	0.0225	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	13_arabinose	aerobic	necrotrophic	1	1	0.2106	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	14_maltose	aerobic	necrotrophic	1	1	0.5493	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	14_maltose	anaerobic	necrotrophic	1	1	0.1117	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	15_mixed_aa	aerobic	necrotrophic	1	1	0.2148	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0173	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	16_pre_infection_mix	aerobic	cocktail	1	1	0.103	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0075	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	17_biotrophic_mix	aerobic	cocktail	1	1	0.0945	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0141	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	18_necrotrophic_mix	aerobic	cocktail	1	1	0.6224	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	eflux	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.1206	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	01_trehalose	aerobic	pre-infection	1	1	0.0973	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	01_trehalose	anaerobic	pre-infection	1	1	0.0198	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	02_glycerol	aerobic	pre-infection	1	1	0.0281	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	02_glycerol	anaerobic	pre-infection	1	1	0.0006	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	03_palmitate	aerobic	pre-infection	1	1	0.1547	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	04_oleate	aerobic	pre-infection	1	1	0.1738	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	05_hexacosanoate	aerobic	pre-infection	1	1	0.2797	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	06_glucose_low	aerobic	biotrophic	1	1	0.0494	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	06_glucose_low	anaerobic	biotrophic	1	1	0.0101	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	07_sucrose_low	aerobic	biotrophic	1	1	0.0494	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	07_sucrose_low	anaerobic	biotrophic	1	1	0.0101	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	08_glutamate	aerobic	biotrophic	1	1	0.0716	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	08_glutamate	anaerobic	biotrophic	1	1	0.0004	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	09_glutamine	aerobic	biotrophic	1	1	0.0716	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	09_glutamine	anaerobic	biotrophic	1	1	0.0004	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	10_gaba	aerobic	biotrophic	1	1	0.0673	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	11_galacturonate	aerobic	necrotrophic	1	1	0.2026	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	11_galacturonate	anaerobic	necrotrophic	1	1	0.0278	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	12_xylose	aerobic	necrotrophic	1	1	0.1977	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	12_xylose	anaerobic	necrotrophic	1	1	0.0203	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	13_arabinose	aerobic	necrotrophic	1	1	0.1895	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	14_maltose	aerobic	necrotrophic	1	1	0.4943	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	14_maltose	anaerobic	necrotrophic	1	1	0.1005	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	15_mixed_aa	aerobic	necrotrophic	1	1	0.1933	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0156	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	16_pre_infection_mix	aerobic	cocktail	1	1	0.0927	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0067	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	17_biotrophic_mix	aerobic	cocktail	1	1	0.085	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0127	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	18_necrotrophic_mix	aerobic	cocktail	1	1	0.6048	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	gimme	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	01_trehalose	aerobic	pre-infection	1	1	0.0327	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	01_trehalose	anaerobic	pre-infection	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	02_glycerol	aerobic	pre-infection	1	1	999.9931	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	02_glycerol	anaerobic	pre-infection	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	03_palmitate	aerobic	pre-infection	1	1	0.1287	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	04_oleate	aerobic	pre-infection	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	05_hexacosanoate	aerobic	pre-infection	1	1	999.999	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	06_glucose_low	aerobic	biotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	06_glucose_low	anaerobic	biotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	07_sucrose_low	aerobic	biotrophic	1	1	0.0327	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	07_sucrose_low	anaerobic	biotrophic	1	1	0.0068	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	08_glutamate	aerobic	biotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	08_glutamate	anaerobic	biotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	09_glutamine	aerobic	biotrophic	1	1	999.999	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	09_glutamine	anaerobic	biotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	10_gaba	aerobic	biotrophic	1	1	17.2788	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	11_galacturonate	aerobic	necrotrophic	1	1	0.1915	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	11_galacturonate	anaerobic	necrotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	12_xylose	aerobic	necrotrophic	1	1	999.999	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	12_xylose	anaerobic	necrotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	13_arabinose	aerobic	necrotrophic	1	1	999.8119	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	14_maltose	aerobic	necrotrophic	1	1	0.3989	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	14_maltose	anaerobic	necrotrophic	1	1	999.999	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	15_mixed_aa	aerobic	necrotrophic	1	1	0.001	1.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	imat	16_pre_infection_mix	aerobic	cocktail	1	1	0.0946	1.0
