kegg_pathway_name	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	07_sucrose_low	anaerobic	biotrophic	4	4	0.0048	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	08_glutamate	aerobic	biotrophic	4	3	0.0047	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	08_glutamate	anaerobic	biotrophic	4	3	0.003	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	09_glutamine	aerobic	biotrophic	4	3	0.0096	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	09_glutamine	anaerobic	biotrophic	4	3	0.003	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	10_gaba	aerobic	biotrophic	4	3	0.0342	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	11_galacturonate	aerobic	necrotrophic	4	3	0.0442	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	11_galacturonate	anaerobic	necrotrophic	4	4	0.0048	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	12_xylose	aerobic	necrotrophic	4	3	0.0096	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	12_xylose	anaerobic	necrotrophic	4	3	0.0038	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	13_arabinose	aerobic	necrotrophic	4	4	0.0443	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	14_maltose	aerobic	necrotrophic	4	3	0.0897	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	14_maltose	anaerobic	necrotrophic	4	3	0.0054	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	15_mixed_aa	aerobic	necrotrophic	4	3	0.4829	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	15_mixed_aa	anaerobic	necrotrophic	4	4	0.004	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	16_pre_infection_mix	aerobic	cocktail	4	4	0.0243	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	16_pre_infection_mix	anaerobic	cocktail	4	4	0.0044	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	17_biotrophic_mix	aerobic	cocktail	4	4	0.0061	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	17_biotrophic_mix	anaerobic	cocktail	4	4	0.0048	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	18_necrotrophic_mix	aerobic	cocktail	4	4	1.034	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	imat	18_necrotrophic_mix	anaerobic	cocktail	4	4	0.3974	1.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	01_trehalose	aerobic	pre-infection	4	2	0.024	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	01_trehalose	anaerobic	pre-infection	4	2	0.0049	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	02_glycerol	aerobic	pre-infection	4	2	0.0068	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	02_glycerol	anaerobic	pre-infection	4	2	0.0001	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	03_palmitate	aerobic	pre-infection	4	2	0.0375	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	04_oleate	aerobic	pre-infection	4	2	0.0422	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	05_hexacosanoate	aerobic	pre-infection	4	2	0.0679	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	06_glucose_low	aerobic	biotrophic	4	2	0.012	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	06_glucose_low	anaerobic	biotrophic	4	2	0.0024	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	07_sucrose_low	aerobic	biotrophic	4	2	0.012	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	07_sucrose_low	anaerobic	biotrophic	4	2	0.0024	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	08_glutamate	aerobic	biotrophic	4	2	0.0174	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	08_glutamate	anaerobic	biotrophic	4	0	0.0	0.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	09_glutamine	aerobic	biotrophic	4	2	0.0174	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	09_glutamine	anaerobic	biotrophic	4	0	0.0	0.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	10_gaba	aerobic	biotrophic	4	2	0.0163	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	11_galacturonate	aerobic	necrotrophic	4	2	0.0492	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	11_galacturonate	anaerobic	necrotrophic	4	2	0.0067	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	12_xylose	aerobic	necrotrophic	4	2	0.048	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	12_xylose	anaerobic	necrotrophic	4	2	0.0049	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	13_arabinose	aerobic	necrotrophic	4	2	0.046	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	14_maltose	aerobic	necrotrophic	4	2	0.12	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	14_maltose	anaerobic	necrotrophic	4	2	0.0244	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	15_mixed_aa	aerobic	necrotrophic	4	3	1.9079	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	15_mixed_aa	anaerobic	necrotrophic	4	0	0.0	0.0
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	16_pre_infection_mix	aerobic	cocktail	4	2	0.0228	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	16_pre_infection_mix	anaerobic	cocktail	4	2	0.0017	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	17_biotrophic_mix	aerobic	cocktail	4	2	0.0206	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	17_biotrophic_mix	anaerobic	cocktail	4	2	0.0031	0.5
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	18_necrotrophic_mix	aerobic	cocktail	4	3	0.5118	0.75
Arginine and proline metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	pfba	18_necrotrophic_mix	anaerobic	cocktail	4	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	01_trehalose	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	01_trehalose	anaerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	02_glycerol	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	02_glycerol	anaerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	03_palmitate	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	04_oleate	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	05_hexacosanoate	aerobic	pre-infection	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	06_glucose_low	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	06_glucose_low	anaerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	07_sucrose_low	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	07_sucrose_low	anaerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	08_glutamate	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	08_glutamate	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	09_glutamine	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	09_glutamine	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	10_gaba	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	11_galacturonate	aerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	11_galacturonate	anaerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	eflux	12_xylose	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	12_xylose	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	13_arabinose	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	14_maltose	aerobic	necrotrophic	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	14_maltose	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	15_mixed_aa	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	15_mixed_aa	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	16_pre_infection_mix	aerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	16_pre_infection_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	17_biotrophic_mix	aerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	17_biotrophic_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	18_necrotrophic_mix	aerobic	cocktail	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	eflux	18_necrotrophic_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	01_trehalose	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	01_trehalose	anaerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	02_glycerol	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	02_glycerol	anaerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	gimme	03_palmitate	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	04_oleate	aerobic	pre-infection	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	05_hexacosanoate	aerobic	pre-infection	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	06_glucose_low	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	06_glucose_low	anaerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	07_sucrose_low	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	07_sucrose_low	anaerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	08_glutamate	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	08_glutamate	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	gimme	09_glutamine	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	09_glutamine	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	gimme	10_gaba	aerobic	biotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	11_galacturonate	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	11_galacturonate	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	12_xylose	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	12_xylose	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	13_arabinose	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	14_maltose	aerobic	necrotrophic	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	14_maltose	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	15_mixed_aa	aerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	15_mixed_aa	anaerobic	necrotrophic	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	16_pre_infection_mix	aerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	16_pre_infection_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	17_biotrophic_mix	aerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	17_biotrophic_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	18_necrotrophic_mix	aerobic	cocktail	2	1	0.0001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	gimme	18_necrotrophic_mix	anaerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	01_trehalose	aerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	01_trehalose	anaerobic	pre-infection	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	02_glycerol	aerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	02_glycerol	anaerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	03_palmitate	aerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	04_oleate	aerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	05_hexacosanoate	aerobic	pre-infection	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	06_glucose_low	aerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	06_glucose_low	anaerobic	biotrophic	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	07_sucrose_low	aerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	07_sucrose_low	anaerobic	biotrophic	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	08_glutamate	aerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	08_glutamate	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	09_glutamine	aerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	09_glutamine	anaerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	10_gaba	aerobic	biotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	11_galacturonate	aerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	11_galacturonate	anaerobic	necrotrophic	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	12_xylose	aerobic	necrotrophic	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	12_xylose	anaerobic	necrotrophic	2	1	0.001	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	13_arabinose	aerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	14_maltose	aerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	14_maltose	anaerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	15_mixed_aa	aerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	15_mixed_aa	anaerobic	necrotrophic	2	0	0.0	0.0
Arginine and proline metabolism;beta-Alanine metabolism	imat	16_pre_infection_mix	aerobic	cocktail	2	1	0.0	0.5
Arginine and proline metabolism;beta-Alanine metabolism	imat	16_pre_infection_mix	anaerobic	cocktail	2	1	0.001	0.5
