pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Sulfur / nitrogen assimilation	pfba	09_glutamine	anaerobic	biotrophic	3	0	0.0	0.0
Sulfur / nitrogen assimilation	pfba	10_gaba	aerobic	biotrophic	3	1	0.0041	0.3333
Sulfur / nitrogen assimilation	pfba	11_galacturonate	aerobic	necrotrophic	3	1	0.0122	0.3333
Sulfur / nitrogen assimilation	pfba	11_galacturonate	anaerobic	necrotrophic	3	1	0.0249	0.3333
Sulfur / nitrogen assimilation	pfba	12_xylose	aerobic	necrotrophic	3	1	0.0119	0.3333
Sulfur / nitrogen assimilation	pfba	12_xylose	anaerobic	necrotrophic	3	1	0.0182	0.3333
Sulfur / nitrogen assimilation	pfba	13_arabinose	aerobic	necrotrophic	3	1	0.0114	0.3333
Sulfur / nitrogen assimilation	pfba	14_maltose	aerobic	necrotrophic	3	1	0.0298	0.3333
Sulfur / nitrogen assimilation	pfba	14_maltose	anaerobic	necrotrophic	3	1	0.0902	0.3333
Sulfur / nitrogen assimilation	pfba	15_mixed_aa	aerobic	necrotrophic	3	1	0.0011	0.3333
Sulfur / nitrogen assimilation	pfba	15_mixed_aa	anaerobic	necrotrophic	3	1	0.0001	0.3333
Sulfur / nitrogen assimilation	pfba	16_pre_infection_mix	aerobic	cocktail	3	1	0.0057	0.3333
Sulfur / nitrogen assimilation	pfba	16_pre_infection_mix	anaerobic	cocktail	3	1	0.006	0.3333
Sulfur / nitrogen assimilation	pfba	17_biotrophic_mix	aerobic	cocktail	3	1	0.0051	0.3333
Sulfur / nitrogen assimilation	pfba	17_biotrophic_mix	anaerobic	cocktail	3	1	0.0114	0.3333
Sulfur / nitrogen assimilation	pfba	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0036	0.3333
Sulfur / nitrogen assimilation	pfba	18_necrotrophic_mix	anaerobic	cocktail	3	1	0.0007	0.3333
TCA cycle	eflux	01_trehalose	aerobic	pre-infection	34	15	3.1744	0.4412
TCA cycle	eflux	01_trehalose	anaerobic	pre-infection	34	14	0.3858	0.4118
TCA cycle	eflux	02_glycerol	aerobic	pre-infection	34	12	0.1318	0.3529
TCA cycle	eflux	02_glycerol	anaerobic	pre-infection	34	14	1.2105	0.4118
TCA cycle	eflux	03_palmitate	aerobic	pre-infection	34	17	13.5825	0.5
TCA cycle	eflux	04_oleate	aerobic	pre-infection	34	19	24.2499	0.5588
TCA cycle	eflux	05_hexacosanoate	aerobic	pre-infection	34	18	37.4302	0.5294
TCA cycle	eflux	06_glucose_low	aerobic	biotrophic	34	14	1.5879	0.4118
TCA cycle	eflux	06_glucose_low	anaerobic	biotrophic	34	16	0.2089	0.4706
TCA cycle	eflux	07_sucrose_low	aerobic	biotrophic	34	14	1.5879	0.4118
TCA cycle	eflux	07_sucrose_low	anaerobic	biotrophic	34	15	0.2082	0.4412
TCA cycle	eflux	08_glutamate	aerobic	biotrophic	34	16	12.8263	0.4706
TCA cycle	eflux	08_glutamate	anaerobic	biotrophic	34	15	8.8727	0.4412
TCA cycle	eflux	09_glutamine	aerobic	biotrophic	34	16	13.9705	0.4706
TCA cycle	eflux	09_glutamine	anaerobic	biotrophic	34	14	7.0149	0.4118
TCA cycle	eflux	10_gaba	aerobic	biotrophic	34	14	7.122	0.4118
TCA cycle	eflux	11_galacturonate	aerobic	necrotrophic	34	0	0.0	0.0
TCA cycle	eflux	11_galacturonate	anaerobic	necrotrophic	34	0	0.0	0.0
TCA cycle	eflux	12_xylose	aerobic	necrotrophic	34	15	2.3536	0.4412
TCA cycle	eflux	12_xylose	anaerobic	necrotrophic	34	16	0.2169	0.4706
TCA cycle	eflux	13_arabinose	aerobic	necrotrophic	34	12	0.7384	0.3529
TCA cycle	eflux	14_maltose	aerobic	necrotrophic	34	14	15.8788	0.4118
TCA cycle	eflux	14_maltose	anaerobic	necrotrophic	34	16	2.0892	0.4706
TCA cycle	eflux	15_mixed_aa	aerobic	necrotrophic	34	14	16.1008	0.4118
TCA cycle	eflux	15_mixed_aa	anaerobic	necrotrophic	34	14	8.7853	0.4118
TCA cycle	eflux	16_pre_infection_mix	aerobic	cocktail	34	18	6.9112	0.5294
TCA cycle	eflux	16_pre_infection_mix	anaerobic	cocktail	34	15	0.2757	0.4412
TCA cycle	eflux	17_biotrophic_mix	aerobic	cocktail	34	13	5.9672	0.3824
TCA cycle	eflux	17_biotrophic_mix	anaerobic	cocktail	34	18	5.2643	0.5294
TCA cycle	eflux	18_necrotrophic_mix	aerobic	cocktail	34	15	19.0198	0.4412
TCA cycle	eflux	18_necrotrophic_mix	anaerobic	cocktail	34	11	1.4098	0.3235
TCA cycle	gimme	01_trehalose	aerobic	pre-infection	34	14	2.992	0.4118
TCA cycle	gimme	01_trehalose	anaerobic	pre-infection	34	13	0.4458	0.3824
TCA cycle	gimme	02_glycerol	aerobic	pre-infection	34	16	0.1572	0.4706
TCA cycle	gimme	02_glycerol	anaerobic	pre-infection	34	14	1.0692	0.4118
TCA cycle	gimme	03_palmitate	aerobic	pre-infection	34	15	13.5255	0.4412
TCA cycle	gimme	04_oleate	aerobic	pre-infection	34	17	23.1963	0.5
TCA cycle	gimme	05_hexacosanoate	aerobic	pre-infection	34	18	38.7015	0.5294
TCA cycle	gimme	06_glucose_low	aerobic	biotrophic	34	14	1.4877	0.4118
TCA cycle	gimme	06_glucose_low	anaerobic	biotrophic	34	15	0.2397	0.4412
TCA cycle	gimme	07_sucrose_low	aerobic	biotrophic	34	15	1.8845	0.4412
TCA cycle	gimme	07_sucrose_low	anaerobic	biotrophic	34	15	0.2011	0.4412
TCA cycle	gimme	08_glutamate	aerobic	biotrophic	34	14	12.8978	0.4118
TCA cycle	gimme	08_glutamate	anaerobic	biotrophic	34	15	9.9033	0.4412
TCA cycle	gimme	09_glutamine	aerobic	biotrophic	34	14	10.7974	0.4118
TCA cycle	gimme	09_glutamine	anaerobic	biotrophic	34	14	7.77	0.4118
TCA cycle	gimme	10_gaba	aerobic	biotrophic	34	13	7.1187	0.3824
TCA cycle	gimme	11_galacturonate	aerobic	necrotrophic	34	15	15.6543	0.4412
TCA cycle	gimme	11_galacturonate	anaerobic	necrotrophic	34	12	0.3526	0.3529
TCA cycle	gimme	12_xylose	aerobic	necrotrophic	34	13	1.9352	0.3824
TCA cycle	gimme	12_xylose	anaerobic	necrotrophic	34	16	0.1851	0.4706
TCA cycle	gimme	13_arabinose	aerobic	necrotrophic	34	10	0.6575	0.2941
TCA cycle	gimme	14_maltose	aerobic	necrotrophic	34	13	14.1863	0.3824
TCA cycle	gimme	14_maltose	anaerobic	necrotrophic	34	14	2.1213	0.4118
TCA cycle	gimme	15_mixed_aa	aerobic	necrotrophic	34	14	15.8428	0.4118
TCA cycle	gimme	15_mixed_aa	anaerobic	necrotrophic	34	14	8.3262	0.4118
TCA cycle	gimme	16_pre_infection_mix	aerobic	cocktail	34	18	6.59	0.5294
TCA cycle	gimme	16_pre_infection_mix	anaerobic	cocktail	34	15	0.3273	0.4412
TCA cycle	gimme	17_biotrophic_mix	aerobic	cocktail	34	14	5.1833	0.4118
TCA cycle	gimme	17_biotrophic_mix	anaerobic	cocktail	34	16	4.5937	0.4706
TCA cycle	gimme	18_necrotrophic_mix	aerobic	cocktail	34	14	22.0721	0.4118
TCA cycle	gimme	18_necrotrophic_mix	anaerobic	cocktail	34	12	5999.6853	0.3529
TCA cycle	imat	01_trehalose	aerobic	pre-infection	34	26	38.9031	0.7647
TCA cycle	imat	01_trehalose	anaerobic	pre-infection	34	29	5000.103	0.8529
TCA cycle	imat	02_glycerol	aerobic	pre-infection	34	29	5002.4173	0.8529
TCA cycle	imat	02_glycerol	anaerobic	pre-infection	34	21	2001.127	0.6176
TCA cycle	imat	03_palmitate	aerobic	pre-infection	34	27	20.6291	0.7941
TCA cycle	imat	04_oleate	aerobic	pre-infection	34	28	3023.6359	0.8235
TCA cycle	imat	05_hexacosanoate	aerobic	pre-infection	34	29	7763.952	0.8529
TCA cycle	imat	06_glucose_low	aerobic	biotrophic	34	28	4001.9117	0.8235
TCA cycle	imat	06_glucose_low	anaerobic	biotrophic	34	26	3000.1428	0.7647
TCA cycle	imat	07_sucrose_low	aerobic	biotrophic	34	27	7000.3843	0.7941
TCA cycle	imat	07_sucrose_low	anaerobic	biotrophic	34	26	0.1601	0.7647
TCA cycle	imat	08_glutamate	aerobic	biotrophic	34	29	5005.5118	0.8529
TCA cycle	imat	08_glutamate	anaerobic	biotrophic	34	25	7.7763	0.7353
TCA cycle	imat	09_glutamine	aerobic	biotrophic	34	27	4151.8912	0.7941
TCA cycle	imat	09_glutamine	anaerobic	biotrophic	34	24	4003.6622	0.7059
TCA cycle	imat	10_gaba	aerobic	biotrophic	34	29	5010.0536	0.8529
TCA cycle	imat	11_galacturonate	aerobic	necrotrophic	34	27	1028.6291	0.7941
TCA cycle	imat	11_galacturonate	anaerobic	necrotrophic	34	26	3000.1384	0.7647
TCA cycle	imat	12_xylose	aerobic	necrotrophic	34	28	1052.2832	0.8235
TCA cycle	imat	12_xylose	anaerobic	necrotrophic	34	30	3000.1596	0.8824
TCA cycle	imat	13_arabinose	aerobic	necrotrophic	34	27	1002.3879	0.7941
TCA cycle	imat	14_maltose	aerobic	necrotrophic	34	25	1034.4073	0.7353
TCA cycle	imat	14_maltose	anaerobic	necrotrophic	34	29	7999.9925	0.8529
TCA cycle	imat	15_mixed_aa	aerobic	necrotrophic	34	27	2010.1805	0.7941
TCA cycle	imat	15_mixed_aa	anaerobic	necrotrophic	34	27	2001.3666	0.7941
TCA cycle	imat	16_pre_infection_mix	aerobic	cocktail	34	27	1007.9481	0.7941
TCA cycle	imat	16_pre_infection_mix	anaerobic	cocktail	34	27	3000.4154	0.7941
TCA cycle	imat	17_biotrophic_mix	aerobic	cocktail	34	27	1001.3784	0.7941
TCA cycle	imat	17_biotrophic_mix	anaerobic	cocktail	34	26	2.1404	0.7647
TCA cycle	imat	18_necrotrophic_mix	aerobic	cocktail	34	25	2015.0978	0.7353
TCA cycle	imat	18_necrotrophic_mix	anaerobic	cocktail	34	29	8000.6122	0.8529
TCA cycle	pfba	01_trehalose	aerobic	pre-infection	34	14	3.1733	0.4118
TCA cycle	pfba	01_trehalose	anaerobic	pre-infection	34	15	0.3873	0.4412
TCA cycle	pfba	02_glycerol	aerobic	pre-infection	34	11	0.1318	0.3235
TCA cycle	pfba	02_glycerol	anaerobic	pre-infection	34	14	1.2105	0.4118
TCA cycle	pfba	03_palmitate	aerobic	pre-infection	34	15	12.9035	0.4412
TCA cycle	pfba	04_oleate	aerobic	pre-infection	34	17	24.2215	0.5
TCA cycle	pfba	05_hexacosanoate	aerobic	pre-infection	34	16	37.3216	0.4706
TCA cycle	pfba	06_glucose_low	aerobic	biotrophic	34	15	1.5884	0.4412
TCA cycle	pfba	06_glucose_low	anaerobic	biotrophic	34	14	0.1929	0.4118
TCA cycle	pfba	07_sucrose_low	aerobic	biotrophic	34	15	1.5884	0.4412
TCA cycle	pfba	07_sucrose_low	anaerobic	biotrophic	34	14	0.1929	0.4118
TCA cycle	pfba	08_glutamate	aerobic	biotrophic	34	16	12.8263	0.4706
TCA cycle	pfba	08_glutamate	anaerobic	biotrophic	34	0	0.0	0.0
TCA cycle	pfba	09_glutamine	aerobic	biotrophic	34	16	12.8272	0.4706
TCA cycle	pfba	09_glutamine	anaerobic	biotrophic	34	0	0.0	0.0
TCA cycle	pfba	10_gaba	aerobic	biotrophic	34	14	7.122	0.4118
TCA cycle	pfba	11_galacturonate	aerobic	necrotrophic	34	15	17.3671	0.4412
TCA cycle	pfba	11_galacturonate	anaerobic	necrotrophic	34	14	0.2743	0.4118
TCA cycle	pfba	12_xylose	aerobic	necrotrophic	34	15	2.3536	0.4412
TCA cycle	pfba	12_xylose	anaerobic	necrotrophic	34	14	0.2003	0.4118
TCA cycle	pfba	13_arabinose	aerobic	necrotrophic	34	12	0.7384	0.3529
TCA cycle	pfba	14_maltose	aerobic	necrotrophic	34	14	15.8788	0.4118
TCA cycle	pfba	14_maltose	anaerobic	necrotrophic	34	14	1.9286	0.4118
TCA cycle	pfba	15_mixed_aa	aerobic	necrotrophic	34	14	16.1322	0.4118
TCA cycle	pfba	15_mixed_aa	anaerobic	necrotrophic	34	13	8.2067	0.3824
TCA cycle	pfba	16_pre_infection_mix	aerobic	cocktail	34	16	6.8958	0.4706
TCA cycle	pfba	16_pre_infection_mix	anaerobic	cocktail	34	14	0.2752	0.4118
TCA cycle	pfba	17_biotrophic_mix	aerobic	cocktail	34	12	5.7221	0.3529
TCA cycle	pfba	17_biotrophic_mix	anaerobic	cocktail	34	17	5.0249	0.5
TCA cycle	pfba	18_necrotrophic_mix	aerobic	cocktail	34	14	21.1644	0.4118
TCA cycle	pfba	18_necrotrophic_mix	anaerobic	cocktail	34	12	1.9995	0.3529
Transport (inter-compartmental)	eflux	01_trehalose	aerobic	pre-infection	256	54	28.8979	0.2109
Transport (inter-compartmental)	eflux	01_trehalose	anaerobic	pre-infection	256	60	10.1281	0.2344
Transport (inter-compartmental)	eflux	02_glycerol	aerobic	pre-infection	256	59	9.9806	0.2305
Transport (inter-compartmental)	eflux	02_glycerol	anaerobic	pre-infection	256	43	3.4016	0.168
Transport (inter-compartmental)	eflux	03_palmitate	aerobic	pre-infection	256	64	65.8651	0.25
Transport (inter-compartmental)	eflux	04_oleate	aerobic	pre-infection	256	64	105.204	0.25
Transport (inter-compartmental)	eflux	05_hexacosanoate	aerobic	pre-infection	256	56	117.4564	0.2188
Transport (inter-compartmental)	eflux	06_glucose_low	aerobic	biotrophic	256	55	14.9485	0.2148
Transport (inter-compartmental)	eflux	06_glucose_low	anaerobic	biotrophic	256	57	5.0982	0.2227
Transport (inter-compartmental)	eflux	07_sucrose_low	aerobic	biotrophic	256	57	15.4553	0.2227
Transport (inter-compartmental)	eflux	07_sucrose_low	anaerobic	biotrophic	256	59	5.1131	0.2305
Transport (inter-compartmental)	eflux	08_glutamate	aerobic	biotrophic	256	63	36.6378	0.2461
Transport (inter-compartmental)	eflux	08_glutamate	anaerobic	biotrophic	256	43	13.0283	0.168
Transport (inter-compartmental)	eflux	09_glutamine	aerobic	biotrophic	256	60	35.4096	0.2344
Transport (inter-compartmental)	eflux	09_glutamine	anaerobic	biotrophic	256	42	13.0282	0.1641
Transport (inter-compartmental)	eflux	10_gaba	aerobic	biotrophic	256	54	34.681	0.2109
Transport (inter-compartmental)	eflux	11_galacturonate	aerobic	necrotrophic	256	0	0.0	0.0
Transport (inter-compartmental)	eflux	11_galacturonate	anaerobic	necrotrophic	256	0	0.0	0.0
Transport (inter-compartmental)	eflux	12_xylose	aerobic	necrotrophic	256	54	60.8148	0.2109
Transport (inter-compartmental)	eflux	12_xylose	anaerobic	necrotrophic	256	60	12.5423	0.2344
Transport (inter-compartmental)	eflux	13_arabinose	aerobic	necrotrophic	256	55	63.102	0.2148
Transport (inter-compartmental)	eflux	14_maltose	aerobic	necrotrophic	256	55	144.5529	0.2148
Transport (inter-compartmental)	eflux	14_maltose	anaerobic	necrotrophic	256	60	41.1311	0.2344
Transport (inter-compartmental)	eflux	15_mixed_aa	aerobic	necrotrophic	256	58	95.1888	0.2266
Transport (inter-compartmental)	eflux	15_mixed_aa	anaerobic	necrotrophic	256	58	13.4937	0.2266
Transport (inter-compartmental)	eflux	16_pre_infection_mix	aerobic	cocktail	256	62	40.7893	0.2422
Transport (inter-compartmental)	eflux	16_pre_infection_mix	anaerobic	cocktail	256	66	3.783	0.2578
Transport (inter-compartmental)	eflux	17_biotrophic_mix	aerobic	cocktail	256	58	37.9249	0.2266
Transport (inter-compartmental)	eflux	17_biotrophic_mix	anaerobic	cocktail	256	61	10.5711	0.2383
Transport (inter-compartmental)	eflux	18_necrotrophic_mix	aerobic	cocktail	256	60	171.5916	0.2344
Transport (inter-compartmental)	eflux	18_necrotrophic_mix	anaerobic	cocktail	256	64	52.5114	0.25
Transport (inter-compartmental)	gimme	01_trehalose	aerobic	pre-infection	256	59	27.835	0.2305
Transport (inter-compartmental)	gimme	01_trehalose	anaerobic	pre-infection	256	63	10.1194	0.2461
Transport (inter-compartmental)	gimme	02_glycerol	aerobic	pre-infection	256	64	11.2817	0.25
Transport (inter-compartmental)	gimme	02_glycerol	anaerobic	pre-infection	256	52	4.3214	0.2031
Transport (inter-compartmental)	gimme	03_palmitate	aerobic	pre-infection	256	66	66.7285	0.2578
Transport (inter-compartmental)	gimme	04_oleate	aerobic	pre-infection	256	63	100.0115	0.2461
Transport (inter-compartmental)	gimme	05_hexacosanoate	aerobic	pre-infection	256	60	122.619	0.2344
Transport (inter-compartmental)	gimme	06_glucose_low	aerobic	biotrophic	256	58	14.415	0.2266
Transport (inter-compartmental)	gimme	06_glucose_low	anaerobic	biotrophic	256	63	5.2681	0.2461
Transport (inter-compartmental)	gimme	07_sucrose_low	aerobic	biotrophic	256	58	19.8005	0.2266
Transport (inter-compartmental)	gimme	07_sucrose_low	anaerobic	biotrophic	256	65	5.2106	0.2539
Transport (inter-compartmental)	gimme	08_glutamate	aerobic	biotrophic	256	63	38.2939	0.2461
Transport (inter-compartmental)	gimme	08_glutamate	anaerobic	biotrophic	256	37	13.5785	0.1445
Transport (inter-compartmental)	gimme	09_glutamine	aerobic	biotrophic	256	62	35.9493	0.2422
Transport (inter-compartmental)	gimme	09_glutamine	anaerobic	biotrophic	256	40	13.0285	0.1562
Transport (inter-compartmental)	gimme	10_gaba	aerobic	biotrophic	256	58	34.4891	0.2266
Transport (inter-compartmental)	gimme	11_galacturonate	aerobic	necrotrophic	256	60	93.2865	0.2344
Transport (inter-compartmental)	gimme	11_galacturonate	anaerobic	necrotrophic	256	68	29.073	0.2656
Transport (inter-compartmental)	gimme	12_xylose	aerobic	necrotrophic	256	58	60.9988	0.2266
Transport (inter-compartmental)	gimme	12_xylose	anaerobic	necrotrophic	256	63	12.8204	0.2461
Transport (inter-compartmental)	gimme	13_arabinose	aerobic	necrotrophic	256	58	62.2758	0.2266
Transport (inter-compartmental)	gimme	14_maltose	aerobic	necrotrophic	256	58	5060.1335	0.2266
Transport (inter-compartmental)	gimme	14_maltose	anaerobic	necrotrophic	256	65	43.9118	0.2539
Transport (inter-compartmental)	gimme	15_mixed_aa	aerobic	necrotrophic	256	58	88.4666	0.2266
Transport (inter-compartmental)	gimme	15_mixed_aa	anaerobic	necrotrophic	256	71	14.1815	0.2773
Transport (inter-compartmental)	gimme	16_pre_infection_mix	aerobic	cocktail	256	64	39.0012	0.25
Transport (inter-compartmental)	gimme	16_pre_infection_mix	anaerobic	cocktail	256	56	3.829	0.2188
Transport (inter-compartmental)	gimme	17_biotrophic_mix	aerobic	cocktail	256	59	36.0157	0.2305
Transport (inter-compartmental)	gimme	17_biotrophic_mix	anaerobic	cocktail	256	63	11.437	0.2461
Transport (inter-compartmental)	gimme	18_necrotrophic_mix	aerobic	cocktail	256	63	175.5999	0.2461
Transport (inter-compartmental)	gimme	18_necrotrophic_mix	anaerobic	cocktail	256	68	6042.5109	0.2656
Transport (inter-compartmental)	imat	01_trehalose	aerobic	pre-infection	256	114	3121.7623	0.4453
Transport (inter-compartmental)	imat	01_trehalose	anaerobic	pre-infection	256	124	8012.2169	0.4844
Transport (inter-compartmental)	imat	02_glycerol	aerobic	pre-infection	256	105	8072.4572	0.4102
Transport (inter-compartmental)	imat	02_glycerol	anaerobic	pre-infection	256	73	4003.2758	0.2852
Transport (inter-compartmental)	imat	03_palmitate	aerobic	pre-infection	256	123	136.9815	0.4805
Transport (inter-compartmental)	imat	04_oleate	aerobic	pre-infection	256	122	4001143.0616	0.4766
Transport (inter-compartmental)	imat	05_hexacosanoate	aerobic	pre-infection	256	119	8827.7923	0.4648
Transport (inter-compartmental)	imat	06_glucose_low	aerobic	biotrophic	256	120	13992.4598	0.4688
Transport (inter-compartmental)	imat	06_glucose_low	anaerobic	biotrophic	256	111	2004.9949	0.4336
Transport (inter-compartmental)	imat	07_sucrose_low	aerobic	biotrophic	256	116	10008.9494	0.4531
Transport (inter-compartmental)	imat	07_sucrose_low	anaerobic	biotrophic	256	103	1005.3475	0.4023
Transport (inter-compartmental)	imat	08_glutamate	aerobic	biotrophic	256	111	12826.3506	0.4336
Transport (inter-compartmental)	imat	08_glutamate	anaerobic	biotrophic	256	53	16.6476	0.207
Transport (inter-compartmental)	imat	09_glutamine	aerobic	biotrophic	256	122	7192.3749	0.4766
Transport (inter-compartmental)	imat	09_glutamine	anaerobic	biotrophic	256	58	5009.3114	0.2266
Transport (inter-compartmental)	imat	10_gaba	aerobic	biotrophic	256	105	10100.7293	0.4102
Transport (inter-compartmental)	imat	11_galacturonate	aerobic	necrotrophic	256	117	4138.7957	0.457
Transport (inter-compartmental)	imat	11_galacturonate	anaerobic	necrotrophic	256	114	10220.2565	0.4453
Transport (inter-compartmental)	imat	12_xylose	aerobic	necrotrophic	256	129	14024.1735	0.5039
Transport (inter-compartmental)	imat	12_xylose	anaerobic	necrotrophic	256	109	10206.4827	0.4258
Transport (inter-compartmental)	imat	13_arabinose	aerobic	necrotrophic	256	119	1102.6827	0.4648
Transport (inter-compartmental)	imat	14_maltose	aerobic	necrotrophic	256	114	5149.5883	0.4453
Transport (inter-compartmental)	imat	14_maltose	anaerobic	necrotrophic	256	120	7704.2389	0.4688
Transport (inter-compartmental)	imat	15_mixed_aa	aerobic	necrotrophic	256	118	8028.3242	0.4609
Transport (inter-compartmental)	imat	15_mixed_aa	anaerobic	necrotrophic	256	106	1005.0381	0.4141
Transport (inter-compartmental)	imat	16_pre_infection_mix	aerobic	cocktail	256	124	16019.7025	0.4844
Transport (inter-compartmental)	imat	16_pre_infection_mix	anaerobic	cocktail	256	105	7002.2978	0.4102
Transport (inter-compartmental)	imat	17_biotrophic_mix	aerobic	cocktail	256	116	10003.8028	0.4531
Transport (inter-compartmental)	imat	17_biotrophic_mix	anaerobic	cocktail	256	102	2009.0942	0.3984
Transport (inter-compartmental)	imat	18_necrotrophic_mix	aerobic	cocktail	256	114	1144.821	0.4453
Transport (inter-compartmental)	imat	18_necrotrophic_mix	anaerobic	cocktail	256	123	13019.3896	0.4805
Transport (inter-compartmental)	pfba	01_trehalose	aerobic	pre-infection	256	57	28.901	0.2227
Transport (inter-compartmental)	pfba	01_trehalose	anaerobic	pre-infection	256	62	10.1281	0.2422
Transport (inter-compartmental)	pfba	02_glycerol	aerobic	pre-infection	256	57	9.9806	0.2227
Transport (inter-compartmental)	pfba	02_glycerol	anaerobic	pre-infection	256	41	3.4016	0.1602
Transport (inter-compartmental)	pfba	03_palmitate	aerobic	pre-infection	256	65	66.763	0.2539
Transport (inter-compartmental)	pfba	04_oleate	aerobic	pre-infection	256	66	105.204	0.2578
Transport (inter-compartmental)	pfba	05_hexacosanoate	aerobic	pre-infection	256	56	117.4564	0.2188
Transport (inter-compartmental)	pfba	06_glucose_low	aerobic	biotrophic	256	54	14.9537	0.2109
Transport (inter-compartmental)	pfba	06_glucose_low	anaerobic	biotrophic	256	58	5.0982	0.2266
Transport (inter-compartmental)	pfba	07_sucrose_low	aerobic	biotrophic	256	56	15.4537	0.2188
Transport (inter-compartmental)	pfba	07_sucrose_low	anaerobic	biotrophic	256	61	6.064	0.2383
Transport (inter-compartmental)	pfba	08_glutamate	aerobic	biotrophic	256	60	35.4936	0.2344
Transport (inter-compartmental)	pfba	08_glutamate	anaerobic	biotrophic	256	0	0.0	0.0
Transport (inter-compartmental)	pfba	09_glutamine	aerobic	biotrophic	256	63	36.5678	0.2461
Transport (inter-compartmental)	pfba	09_glutamine	anaerobic	biotrophic	256	0	0.0	0.0
Transport (inter-compartmental)	pfba	10_gaba	aerobic	biotrophic	256	55	34.5014	0.2148
Transport (inter-compartmental)	pfba	11_galacturonate	aerobic	necrotrophic	256	58	84.9993	0.2266
Transport (inter-compartmental)	pfba	11_galacturonate	anaerobic	necrotrophic	256	63	20.5879	0.2461
Transport (inter-compartmental)	pfba	12_xylose	aerobic	necrotrophic	256	54	60.8148	0.2109
Transport (inter-compartmental)	pfba	12_xylose	anaerobic	necrotrophic	256	60	12.5423	0.2344
Transport (inter-compartmental)	pfba	13_arabinose	aerobic	necrotrophic	256	57	63.1264	0.2227
Transport (inter-compartmental)	pfba	14_maltose	aerobic	necrotrophic	256	57	144.5529	0.2227
Transport (inter-compartmental)	pfba	14_maltose	anaerobic	necrotrophic	256	61	50.6403	0.2383
Transport (inter-compartmental)	pfba	15_mixed_aa	aerobic	necrotrophic	256	59	95.1889	0.2305
Transport (inter-compartmental)	pfba	15_mixed_aa	anaerobic	necrotrophic	256	58	13.4937	0.2266
Transport (inter-compartmental)	pfba	16_pre_infection_mix	aerobic	cocktail	256	62	40.7893	0.2422
Transport (inter-compartmental)	pfba	16_pre_infection_mix	anaerobic	cocktail	256	67	3.783	0.2617
