pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Sink / demand	imat	14_maltose	aerobic	necrotrophic	1	1	0.0021	1.0
Sink / demand	imat	14_maltose	anaerobic	necrotrophic	1	1	0.0179	1.0
Sink / demand	imat	15_mixed_aa	aerobic	necrotrophic	1	1	0.001	1.0
Sink / demand	imat	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0253	1.0
Sink / demand	imat	16_pre_infection_mix	aerobic	cocktail	1	1	0.0005	1.0
Sink / demand	imat	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0101	1.0
Sink / demand	imat	17_biotrophic_mix	aerobic	cocktail	1	1	0.0001	1.0
Sink / demand	imat	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0141	1.0
Sink / demand	imat	18_necrotrophic_mix	aerobic	cocktail	1	1	0.0013	1.0
Sink / demand	imat	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.0448	1.0
Sink / demand	pfba	01_trehalose	aerobic	pre-infection	1	1	0.0006	1.0
Sink / demand	pfba	01_trehalose	anaerobic	pre-infection	1	1	0.017	1.0
Sink / demand	pfba	02_glycerol	aerobic	pre-infection	1	1	0.0002	1.0
Sink / demand	pfba	02_glycerol	anaerobic	pre-infection	1	1	0.0005	1.0
Sink / demand	pfba	03_palmitate	aerobic	pre-infection	1	1	0.0009	1.0
Sink / demand	pfba	04_oleate	aerobic	pre-infection	1	1	0.001	1.0
Sink / demand	pfba	05_hexacosanoate	aerobic	pre-infection	1	1	0.0016	1.0
Sink / demand	pfba	06_glucose_low	aerobic	biotrophic	1	1	0.0003	1.0
Sink / demand	pfba	06_glucose_low	anaerobic	biotrophic	1	1	0.0085	1.0
Sink / demand	pfba	07_sucrose_low	aerobic	biotrophic	1	1	0.0003	1.0
Sink / demand	pfba	07_sucrose_low	anaerobic	biotrophic	1	1	0.0085	1.0
Sink / demand	pfba	08_glutamate	aerobic	biotrophic	1	1	0.0004	1.0
Sink / demand	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
Sink / demand	pfba	09_glutamine	aerobic	biotrophic	1	1	0.0004	1.0
Sink / demand	pfba	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
Sink / demand	pfba	10_gaba	aerobic	biotrophic	1	1	0.0004	1.0
Sink / demand	pfba	11_galacturonate	aerobic	necrotrophic	1	1	0.0012	1.0
Sink / demand	pfba	11_galacturonate	anaerobic	necrotrophic	1	1	0.0234	1.0
Sink / demand	pfba	12_xylose	aerobic	necrotrophic	1	1	0.0012	1.0
Sink / demand	pfba	12_xylose	anaerobic	necrotrophic	1	1	0.0171	1.0
Sink / demand	pfba	13_arabinose	aerobic	necrotrophic	1	1	0.0011	1.0
Sink / demand	pfba	14_maltose	aerobic	necrotrophic	1	1	0.0029	1.0
Sink / demand	pfba	14_maltose	anaerobic	necrotrophic	1	1	0.0848	1.0
Sink / demand	pfba	15_mixed_aa	aerobic	necrotrophic	1	1	0.0011	1.0
Sink / demand	pfba	15_mixed_aa	anaerobic	necrotrophic	1	1	0.0131	1.0
Sink / demand	pfba	16_pre_infection_mix	aerobic	cocktail	1	1	0.0006	1.0
Sink / demand	pfba	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0057	1.0
Sink / demand	pfba	17_biotrophic_mix	aerobic	cocktail	1	1	0.0005	1.0
Sink / demand	pfba	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0107	1.0
Sink / demand	pfba	18_necrotrophic_mix	aerobic	cocktail	1	1	0.0036	1.0
Sink / demand	pfba	18_necrotrophic_mix	anaerobic	cocktail	1	1	0.1011	1.0
Storage (glycogen / trehalose)	eflux	01_trehalose	aerobic	pre-infection	7	3	2.0201	0.4286
Storage (glycogen / trehalose)	eflux	01_trehalose	anaerobic	pre-infection	7	3	2.0041	0.4286
Storage (glycogen / trehalose)	eflux	02_glycerol	aerobic	pre-infection	7	2	0.0067	0.2857
Storage (glycogen / trehalose)	eflux	02_glycerol	anaerobic	pre-infection	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	eflux	03_palmitate	aerobic	pre-infection	7	2	0.0369	0.2857
Storage (glycogen / trehalose)	eflux	04_oleate	aerobic	pre-infection	7	2	0.0414	0.2857
Storage (glycogen / trehalose)	eflux	05_hexacosanoate	aerobic	pre-infection	7	2	0.0666	0.2857
Storage (glycogen / trehalose)	eflux	06_glucose_low	aerobic	biotrophic	7	2	0.0118	0.2857
Storage (glycogen / trehalose)	eflux	06_glucose_low	anaerobic	biotrophic	7	2	0.0024	0.2857
Storage (glycogen / trehalose)	eflux	07_sucrose_low	aerobic	biotrophic	7	2	0.0118	0.2857
Storage (glycogen / trehalose)	eflux	07_sucrose_low	anaerobic	biotrophic	7	2	0.0024	0.2857
Storage (glycogen / trehalose)	eflux	08_glutamate	aerobic	biotrophic	7	2	0.0171	0.2857
Storage (glycogen / trehalose)	eflux	08_glutamate	anaerobic	biotrophic	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	eflux	09_glutamine	aerobic	biotrophic	7	2	0.0171	0.2857
Storage (glycogen / trehalose)	eflux	09_glutamine	anaerobic	biotrophic	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	eflux	10_gaba	aerobic	biotrophic	7	2	0.016	0.2857
Storage (glycogen / trehalose)	eflux	11_galacturonate	aerobic	necrotrophic	7	0	0.0	0.0
Storage (glycogen / trehalose)	eflux	11_galacturonate	anaerobic	necrotrophic	7	0	0.0	0.0
Storage (glycogen / trehalose)	eflux	12_xylose	aerobic	necrotrophic	7	2	0.0471	0.2857
Storage (glycogen / trehalose)	eflux	12_xylose	anaerobic	necrotrophic	7	2	0.0048	0.2857
Storage (glycogen / trehalose)	eflux	13_arabinose	aerobic	necrotrophic	7	2	0.0451	0.2857
Storage (glycogen / trehalose)	eflux	14_maltose	aerobic	necrotrophic	7	2	0.1178	0.2857
Storage (glycogen / trehalose)	eflux	14_maltose	anaerobic	necrotrophic	7	2	0.024	0.2857
Storage (glycogen / trehalose)	eflux	15_mixed_aa	aerobic	necrotrophic	7	2	0.0461	0.2857
Storage (glycogen / trehalose)	eflux	15_mixed_aa	anaerobic	necrotrophic	7	2	0.0037	0.2857
Storage (glycogen / trehalose)	eflux	16_pre_infection_mix	aerobic	cocktail	7	3	0.6192	0.4286
Storage (glycogen / trehalose)	eflux	16_pre_infection_mix	anaerobic	cocktail	7	3	0.6014	0.4286
Storage (glycogen / trehalose)	eflux	17_biotrophic_mix	aerobic	cocktail	7	2	0.0203	0.2857
Storage (glycogen / trehalose)	eflux	17_biotrophic_mix	anaerobic	cocktail	7	2	0.003	0.2857
Storage (glycogen / trehalose)	eflux	18_necrotrophic_mix	aerobic	cocktail	7	2	0.1335	0.2857
Storage (glycogen / trehalose)	eflux	18_necrotrophic_mix	anaerobic	cocktail	7	2	0.0259	0.2857
Storage (glycogen / trehalose)	gimme	01_trehalose	aerobic	pre-infection	7	3	2.0181	0.4286
Storage (glycogen / trehalose)	gimme	01_trehalose	anaerobic	pre-infection	7	3	2.0037	0.4286
Storage (glycogen / trehalose)	gimme	02_glycerol	aerobic	pre-infection	7	2	0.006	0.2857
Storage (glycogen / trehalose)	gimme	02_glycerol	anaerobic	pre-infection	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	gimme	03_palmitate	aerobic	pre-infection	7	2	0.0332	0.2857
Storage (glycogen / trehalose)	gimme	04_oleate	aerobic	pre-infection	7	2	0.0373	0.2857
Storage (glycogen / trehalose)	gimme	05_hexacosanoate	aerobic	pre-infection	7	2	0.06	0.2857
Storage (glycogen / trehalose)	gimme	06_glucose_low	aerobic	biotrophic	7	2	0.0106	0.2857
Storage (glycogen / trehalose)	gimme	06_glucose_low	anaerobic	biotrophic	7	2	0.0022	0.2857
Storage (glycogen / trehalose)	gimme	07_sucrose_low	aerobic	biotrophic	7	2	0.0106	0.2857
Storage (glycogen / trehalose)	gimme	07_sucrose_low	anaerobic	biotrophic	7	2	0.0022	0.2857
Storage (glycogen / trehalose)	gimme	08_glutamate	aerobic	biotrophic	7	2	0.0153	0.2857
Storage (glycogen / trehalose)	gimme	08_glutamate	anaerobic	biotrophic	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	gimme	09_glutamine	aerobic	biotrophic	7	2	0.0154	0.2857
Storage (glycogen / trehalose)	gimme	09_glutamine	anaerobic	biotrophic	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	gimme	10_gaba	aerobic	biotrophic	7	2	0.0144	0.2857
Storage (glycogen / trehalose)	gimme	11_galacturonate	aerobic	necrotrophic	7	2	0.0434	0.2857
Storage (glycogen / trehalose)	gimme	11_galacturonate	anaerobic	necrotrophic	7	2	0.006	0.2857
Storage (glycogen / trehalose)	gimme	12_xylose	aerobic	necrotrophic	7	2	0.0424	0.2857
Storage (glycogen / trehalose)	gimme	12_xylose	anaerobic	necrotrophic	7	2	0.0043	0.2857
Storage (glycogen / trehalose)	gimme	13_arabinose	aerobic	necrotrophic	7	2	0.0406	0.2857
Storage (glycogen / trehalose)	gimme	14_maltose	aerobic	necrotrophic	7	2	0.106	0.2857
Storage (glycogen / trehalose)	gimme	14_maltose	anaerobic	necrotrophic	7	2	0.0216	0.2857
Storage (glycogen / trehalose)	gimme	15_mixed_aa	aerobic	necrotrophic	7	2	0.0415	0.2857
Storage (glycogen / trehalose)	gimme	15_mixed_aa	anaerobic	necrotrophic	7	2	0.0033	0.2857
Storage (glycogen / trehalose)	gimme	16_pre_infection_mix	aerobic	cocktail	7	3	0.6173	0.4286
Storage (glycogen / trehalose)	gimme	16_pre_infection_mix	anaerobic	cocktail	7	3	0.6013	0.4286
Storage (glycogen / trehalose)	gimme	17_biotrophic_mix	aerobic	cocktail	7	2	0.0182	0.2857
Storage (glycogen / trehalose)	gimme	17_biotrophic_mix	anaerobic	cocktail	7	2	0.0027	0.2857
Storage (glycogen / trehalose)	gimme	18_necrotrophic_mix	aerobic	cocktail	7	2	0.1297	0.2857
Storage (glycogen / trehalose)	gimme	18_necrotrophic_mix	anaerobic	cocktail	7	2	0.0257	0.2857
Storage (glycogen / trehalose)	imat	01_trehalose	aerobic	pre-infection	7	5	2.0095	0.7143
Storage (glycogen / trehalose)	imat	01_trehalose	anaerobic	pre-infection	7	5	2.0067	0.7143
Storage (glycogen / trehalose)	imat	02_glycerol	aerobic	pre-infection	7	4	0.0048	0.5714
Storage (glycogen / trehalose)	imat	02_glycerol	anaerobic	pre-infection	7	4	0.004	0.5714
Storage (glycogen / trehalose)	imat	03_palmitate	aerobic	pre-infection	7	4	0.0309	0.5714
Storage (glycogen / trehalose)	imat	04_oleate	aerobic	pre-infection	7	4	0.0105	0.5714
Storage (glycogen / trehalose)	imat	05_hexacosanoate	aerobic	pre-infection	7	4	0.0107	0.5714
Storage (glycogen / trehalose)	imat	06_glucose_low	aerobic	biotrophic	7	4	0.0132	0.5714
Storage (glycogen / trehalose)	imat	06_glucose_low	anaerobic	biotrophic	7	4	0.0047	0.5714
Storage (glycogen / trehalose)	imat	07_sucrose_low	aerobic	biotrophic	7	4	0.0095	0.5714
Storage (glycogen / trehalose)	imat	07_sucrose_low	anaerobic	biotrophic	7	4	0.0047	0.5714
Storage (glycogen / trehalose)	imat	08_glutamate	aerobic	biotrophic	7	4	0.0057	0.5714
Storage (glycogen / trehalose)	imat	08_glutamate	anaerobic	biotrophic	7	4	0.004	0.5714
Storage (glycogen / trehalose)	imat	09_glutamine	aerobic	biotrophic	7	4	0.0105	0.5714
Storage (glycogen / trehalose)	imat	09_glutamine	anaerobic	biotrophic	7	3	0.002	0.4286
Storage (glycogen / trehalose)	imat	10_gaba	aerobic	biotrophic	7	5	34.5423	0.7143
Storage (glycogen / trehalose)	imat	11_galacturonate	aerobic	necrotrophic	7	4	0.0444	0.5714
Storage (glycogen / trehalose)	imat	11_galacturonate	anaerobic	necrotrophic	7	4	0.0048	0.5714
Storage (glycogen / trehalose)	imat	12_xylose	aerobic	necrotrophic	7	4	0.0115	0.5714
Storage (glycogen / trehalose)	imat	12_xylose	anaerobic	necrotrophic	7	4	0.0048	0.5714
Storage (glycogen / trehalose)	imat	13_arabinose	aerobic	necrotrophic	7	4	0.0446	0.5714
Storage (glycogen / trehalose)	imat	14_maltose	aerobic	necrotrophic	7	3	0.0871	0.4286
Storage (glycogen / trehalose)	imat	14_maltose	anaerobic	necrotrophic	7	4	0.006	0.5714
Storage (glycogen / trehalose)	imat	15_mixed_aa	aerobic	necrotrophic	7	3	0.0414	0.4286
Storage (glycogen / trehalose)	imat	15_mixed_aa	anaerobic	necrotrophic	7	4	0.0047	0.5714
Storage (glycogen / trehalose)	imat	16_pre_infection_mix	aerobic	cocktail	7	5	0.6211	0.7143
Storage (glycogen / trehalose)	imat	16_pre_infection_mix	anaerobic	cocktail	7	5	0.6043	0.7143
Storage (glycogen / trehalose)	imat	17_biotrophic_mix	aerobic	cocktail	7	4	0.0057	0.5714
Storage (glycogen / trehalose)	imat	17_biotrophic_mix	anaerobic	cocktail	7	4	0.0047	0.5714
Storage (glycogen / trehalose)	imat	18_necrotrophic_mix	aerobic	cocktail	7	3	0.0559	0.4286
Storage (glycogen / trehalose)	imat	18_necrotrophic_mix	anaerobic	cocktail	7	4	0.0095	0.5714
Storage (glycogen / trehalose)	pfba	01_trehalose	aerobic	pre-infection	7	3	2.0201	0.4286
Storage (glycogen / trehalose)	pfba	01_trehalose	anaerobic	pre-infection	7	3	2.0041	0.4286
Storage (glycogen / trehalose)	pfba	02_glycerol	aerobic	pre-infection	7	2	0.0067	0.2857
Storage (glycogen / trehalose)	pfba	02_glycerol	anaerobic	pre-infection	7	2	0.0001	0.2857
Storage (glycogen / trehalose)	pfba	03_palmitate	aerobic	pre-infection	7	2	0.0369	0.2857
Storage (glycogen / trehalose)	pfba	04_oleate	aerobic	pre-infection	7	2	0.0414	0.2857
Storage (glycogen / trehalose)	pfba	05_hexacosanoate	aerobic	pre-infection	7	2	0.0666	0.2857
Storage (glycogen / trehalose)	pfba	06_glucose_low	aerobic	biotrophic	7	2	0.0118	0.2857
Storage (glycogen / trehalose)	pfba	06_glucose_low	anaerobic	biotrophic	7	2	0.0024	0.2857
Storage (glycogen / trehalose)	pfba	07_sucrose_low	aerobic	biotrophic	7	2	0.0118	0.2857
Storage (glycogen / trehalose)	pfba	07_sucrose_low	anaerobic	biotrophic	7	2	0.0024	0.2857
Storage (glycogen / trehalose)	pfba	08_glutamate	aerobic	biotrophic	7	2	0.0171	0.2857
Storage (glycogen / trehalose)	pfba	08_glutamate	anaerobic	biotrophic	7	0	0.0	0.0
Storage (glycogen / trehalose)	pfba	09_glutamine	aerobic	biotrophic	7	2	0.0171	0.2857
Storage (glycogen / trehalose)	pfba	09_glutamine	anaerobic	biotrophic	7	0	0.0	0.0
Storage (glycogen / trehalose)	pfba	10_gaba	aerobic	biotrophic	7	2	0.016	0.2857
Storage (glycogen / trehalose)	pfba	11_galacturonate	aerobic	necrotrophic	7	2	0.0483	0.2857
Storage (glycogen / trehalose)	pfba	11_galacturonate	anaerobic	necrotrophic	7	2	0.0066	0.2857
Storage (glycogen / trehalose)	pfba	12_xylose	aerobic	necrotrophic	7	2	0.0471	0.2857
Storage (glycogen / trehalose)	pfba	12_xylose	anaerobic	necrotrophic	7	2	0.0048	0.2857
Storage (glycogen / trehalose)	pfba	13_arabinose	aerobic	necrotrophic	7	2	0.0451	0.2857
Storage (glycogen / trehalose)	pfba	14_maltose	aerobic	necrotrophic	7	2	0.1178	0.2857
Storage (glycogen / trehalose)	pfba	14_maltose	anaerobic	necrotrophic	7	2	0.024	0.2857
Storage (glycogen / trehalose)	pfba	15_mixed_aa	aerobic	necrotrophic	7	2	0.0461	0.2857
Storage (glycogen / trehalose)	pfba	15_mixed_aa	anaerobic	necrotrophic	7	2	0.0037	0.2857
Storage (glycogen / trehalose)	pfba	16_pre_infection_mix	aerobic	cocktail	7	3	0.6192	0.4286
Storage (glycogen / trehalose)	pfba	16_pre_infection_mix	anaerobic	cocktail	7	3	0.6014	0.4286
Storage (glycogen / trehalose)	pfba	17_biotrophic_mix	aerobic	cocktail	7	2	0.0203	0.2857
Storage (glycogen / trehalose)	pfba	17_biotrophic_mix	anaerobic	cocktail	7	2	0.003	0.2857
Storage (glycogen / trehalose)	pfba	18_necrotrophic_mix	aerobic	cocktail	7	2	0.1441	0.2857
Storage (glycogen / trehalose)	pfba	18_necrotrophic_mix	anaerobic	cocktail	7	2	0.0286	0.2857
Sulfur / nitrogen assimilation	eflux	01_trehalose	aerobic	pre-infection	3	1	0.006	0.3333
Sulfur / nitrogen assimilation	eflux	01_trehalose	anaerobic	pre-infection	3	1	0.018	0.3333
Sulfur / nitrogen assimilation	eflux	02_glycerol	aerobic	pre-infection	3	1	0.0017	0.3333
Sulfur / nitrogen assimilation	eflux	02_glycerol	anaerobic	pre-infection	3	1	0.0005	0.3333
Sulfur / nitrogen assimilation	eflux	03_palmitate	aerobic	pre-infection	3	1	0.0093	0.3333
Sulfur / nitrogen assimilation	eflux	04_oleate	aerobic	pre-infection	3	1	0.0105	0.3333
Sulfur / nitrogen assimilation	eflux	05_hexacosanoate	aerobic	pre-infection	3	1	0.0168	0.3333
Sulfur / nitrogen assimilation	eflux	06_glucose_low	aerobic	biotrophic	3	1	0.003	0.3333
Sulfur / nitrogen assimilation	eflux	06_glucose_low	anaerobic	biotrophic	3	1	0.009	0.3333
Sulfur / nitrogen assimilation	eflux	07_sucrose_low	aerobic	biotrophic	3	1	0.003	0.3333
Sulfur / nitrogen assimilation	eflux	07_sucrose_low	anaerobic	biotrophic	3	1	0.009	0.3333
Sulfur / nitrogen assimilation	eflux	08_glutamate	aerobic	biotrophic	3	1	0.0043	0.3333
Sulfur / nitrogen assimilation	eflux	08_glutamate	anaerobic	biotrophic	3	1	0.0003	0.3333
Sulfur / nitrogen assimilation	eflux	09_glutamine	aerobic	biotrophic	3	1	0.0043	0.3333
Sulfur / nitrogen assimilation	eflux	09_glutamine	anaerobic	biotrophic	3	1	0.0003	0.3333
Sulfur / nitrogen assimilation	eflux	10_gaba	aerobic	biotrophic	3	1	0.0041	0.3333
Sulfur / nitrogen assimilation	eflux	11_galacturonate	aerobic	necrotrophic	3	0	0.0	0.0
Sulfur / nitrogen assimilation	eflux	11_galacturonate	anaerobic	necrotrophic	3	0	0.0	0.0
Sulfur / nitrogen assimilation	eflux	12_xylose	aerobic	necrotrophic	3	1	0.0119	0.3333
Sulfur / nitrogen assimilation	eflux	12_xylose	anaerobic	necrotrophic	3	1	0.0182	0.3333
Sulfur / nitrogen assimilation	eflux	13_arabinose	aerobic	necrotrophic	3	1	0.0114	0.3333
Sulfur / nitrogen assimilation	eflux	14_maltose	aerobic	necrotrophic	3	1	0.0298	0.3333
Sulfur / nitrogen assimilation	eflux	14_maltose	anaerobic	necrotrophic	3	1	0.0902	0.3333
Sulfur / nitrogen assimilation	eflux	15_mixed_aa	aerobic	necrotrophic	3	1	0.0011	0.3333
Sulfur / nitrogen assimilation	eflux	15_mixed_aa	anaerobic	necrotrophic	3	1	0.0001	0.3333
Sulfur / nitrogen assimilation	eflux	16_pre_infection_mix	aerobic	cocktail	3	1	0.0057	0.3333
Sulfur / nitrogen assimilation	eflux	16_pre_infection_mix	anaerobic	cocktail	3	1	0.006	0.3333
Sulfur / nitrogen assimilation	eflux	17_biotrophic_mix	aerobic	cocktail	3	1	0.0051	0.3333
Sulfur / nitrogen assimilation	eflux	17_biotrophic_mix	anaerobic	cocktail	3	1	0.0114	0.3333
Sulfur / nitrogen assimilation	eflux	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0033	0.3333
Sulfur / nitrogen assimilation	eflux	18_necrotrophic_mix	anaerobic	cocktail	3	1	0.0006	0.3333
Sulfur / nitrogen assimilation	gimme	01_trehalose	aerobic	pre-infection	3	1	0.0054	0.3333
Sulfur / nitrogen assimilation	gimme	01_trehalose	anaerobic	pre-infection	3	1	0.0162	0.3333
Sulfur / nitrogen assimilation	gimme	02_glycerol	aerobic	pre-infection	3	1	0.0015	0.3333
Sulfur / nitrogen assimilation	gimme	02_glycerol	anaerobic	pre-infection	3	1	0.0005	0.3333
Sulfur / nitrogen assimilation	gimme	03_palmitate	aerobic	pre-infection	3	1	0.0084	0.3333
Sulfur / nitrogen assimilation	gimme	04_oleate	aerobic	pre-infection	3	1	0.0094	0.3333
Sulfur / nitrogen assimilation	gimme	05_hexacosanoate	aerobic	pre-infection	3	1	0.0152	0.3333
Sulfur / nitrogen assimilation	gimme	06_glucose_low	aerobic	biotrophic	3	1	0.0027	0.3333
Sulfur / nitrogen assimilation	gimme	06_glucose_low	anaerobic	biotrophic	3	1	0.0081	0.3333
Sulfur / nitrogen assimilation	gimme	07_sucrose_low	aerobic	biotrophic	3	1	0.0027	0.3333
Sulfur / nitrogen assimilation	gimme	07_sucrose_low	anaerobic	biotrophic	3	1	0.0081	0.3333
Sulfur / nitrogen assimilation	gimme	08_glutamate	aerobic	biotrophic	3	1	0.0039	0.3333
Sulfur / nitrogen assimilation	gimme	08_glutamate	anaerobic	biotrophic	3	1	0.0003	0.3333
Sulfur / nitrogen assimilation	gimme	09_glutamine	aerobic	biotrophic	3	1	0.0039	0.3333
Sulfur / nitrogen assimilation	gimme	09_glutamine	anaerobic	biotrophic	3	1	0.0003	0.3333
Sulfur / nitrogen assimilation	gimme	10_gaba	aerobic	biotrophic	3	1	0.0036	0.3333
Sulfur / nitrogen assimilation	gimme	11_galacturonate	aerobic	necrotrophic	3	1	0.011	0.3333
Sulfur / nitrogen assimilation	gimme	11_galacturonate	anaerobic	necrotrophic	3	1	0.0224	0.3333
Sulfur / nitrogen assimilation	gimme	12_xylose	aerobic	necrotrophic	3	1	0.0107	0.3333
Sulfur / nitrogen assimilation	gimme	12_xylose	anaerobic	necrotrophic	3	1	0.0164	0.3333
Sulfur / nitrogen assimilation	gimme	13_arabinose	aerobic	necrotrophic	3	1	0.0103	0.3333
Sulfur / nitrogen assimilation	gimme	14_maltose	aerobic	necrotrophic	3	1	0.0268	0.3333
Sulfur / nitrogen assimilation	gimme	14_maltose	anaerobic	necrotrophic	3	1	0.0812	0.3333
Sulfur / nitrogen assimilation	gimme	15_mixed_aa	aerobic	necrotrophic	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	gimme	15_mixed_aa	anaerobic	necrotrophic	3	1	0.0002	0.3333
Sulfur / nitrogen assimilation	gimme	16_pre_infection_mix	aerobic	cocktail	3	1	0.017	0.3333
Sulfur / nitrogen assimilation	gimme	16_pre_infection_mix	anaerobic	cocktail	3	1	0.0054	0.3333
Sulfur / nitrogen assimilation	gimme	17_biotrophic_mix	aerobic	cocktail	3	1	0.0046	0.3333
Sulfur / nitrogen assimilation	gimme	17_biotrophic_mix	anaerobic	cocktail	3	1	0.0103	0.3333
Sulfur / nitrogen assimilation	gimme	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0032	0.3333
Sulfur / nitrogen assimilation	gimme	18_necrotrophic_mix	anaerobic	cocktail	3	1	0.0006	0.3333
Sulfur / nitrogen assimilation	imat	01_trehalose	aerobic	pre-infection	3	1	0.0016	0.3333
Sulfur / nitrogen assimilation	imat	01_trehalose	anaerobic	pre-infection	3	1	0.0647	0.3333
Sulfur / nitrogen assimilation	imat	02_glycerol	aerobic	pre-infection	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	02_glycerol	anaerobic	pre-infection	3	1	0.009	0.3333
Sulfur / nitrogen assimilation	imat	03_palmitate	aerobic	pre-infection	3	1	0.0068	0.3333
Sulfur / nitrogen assimilation	imat	04_oleate	aerobic	pre-infection	3	1	0.0016	0.3333
Sulfur / nitrogen assimilation	imat	05_hexacosanoate	aerobic	pre-infection	3	1	0.0017	0.3333
Sulfur / nitrogen assimilation	imat	06_glucose_low	aerobic	biotrophic	3	1	0.0027	0.3333
Sulfur / nitrogen assimilation	imat	06_glucose_low	anaerobic	biotrophic	3	1	0.0403	0.3333
Sulfur / nitrogen assimilation	imat	07_sucrose_low	aerobic	biotrophic	3	1	0.0025	0.3333
Sulfur / nitrogen assimilation	imat	07_sucrose_low	anaerobic	biotrophic	3	1	0.0937	0.3333
Sulfur / nitrogen assimilation	imat	08_glutamate	aerobic	biotrophic	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	08_glutamate	anaerobic	biotrophic	3	1	0.0	0.3333
Sulfur / nitrogen assimilation	imat	09_glutamine	aerobic	biotrophic	3	1	0.0016	0.3333
Sulfur / nitrogen assimilation	imat	09_glutamine	anaerobic	biotrophic	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	10_gaba	aerobic	biotrophic	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	11_galacturonate	aerobic	necrotrophic	3	1	0.0102	0.3333
Sulfur / nitrogen assimilation	imat	11_galacturonate	anaerobic	necrotrophic	3	1	0.0669	0.3333
Sulfur / nitrogen assimilation	imat	12_xylose	aerobic	necrotrophic	3	1	0.0016	0.3333
Sulfur / nitrogen assimilation	imat	12_xylose	anaerobic	necrotrophic	3	1	0.0617	0.3333
Sulfur / nitrogen assimilation	imat	13_arabinose	aerobic	necrotrophic	3	1	0.01	0.3333
Sulfur / nitrogen assimilation	imat	14_maltose	aerobic	necrotrophic	3	2	0.0225	0.6667
Sulfur / nitrogen assimilation	imat	14_maltose	anaerobic	necrotrophic	3	1	0.0668	0.3333
Sulfur / nitrogen assimilation	imat	15_mixed_aa	aerobic	necrotrophic	3	2	0.002	0.6667
Sulfur / nitrogen assimilation	imat	15_mixed_aa	anaerobic	necrotrophic	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	16_pre_infection_mix	aerobic	cocktail	3	1	0.005	0.3333
Sulfur / nitrogen assimilation	imat	16_pre_infection_mix	anaerobic	cocktail	3	1	0.0497	0.3333
Sulfur / nitrogen assimilation	imat	17_biotrophic_mix	aerobic	cocktail	3	1	0.001	0.3333
Sulfur / nitrogen assimilation	imat	17_biotrophic_mix	anaerobic	cocktail	3	1	0.0501	0.3333
Sulfur / nitrogen assimilation	imat	18_necrotrophic_mix	aerobic	cocktail	3	1	0.0013	0.3333
Sulfur / nitrogen assimilation	imat	18_necrotrophic_mix	anaerobic	cocktail	3	2	0.0032	0.6667
Sulfur / nitrogen assimilation	pfba	01_trehalose	aerobic	pre-infection	3	1	0.006	0.3333
Sulfur / nitrogen assimilation	pfba	01_trehalose	anaerobic	pre-infection	3	1	0.018	0.3333
Sulfur / nitrogen assimilation	pfba	02_glycerol	aerobic	pre-infection	3	1	0.0017	0.3333
Sulfur / nitrogen assimilation	pfba	02_glycerol	anaerobic	pre-infection	3	1	0.0005	0.3333
Sulfur / nitrogen assimilation	pfba	03_palmitate	aerobic	pre-infection	3	1	0.0093	0.3333
Sulfur / nitrogen assimilation	pfba	04_oleate	aerobic	pre-infection	3	1	0.0105	0.3333
Sulfur / nitrogen assimilation	pfba	05_hexacosanoate	aerobic	pre-infection	3	1	0.0168	0.3333
Sulfur / nitrogen assimilation	pfba	06_glucose_low	aerobic	biotrophic	3	1	0.003	0.3333
Sulfur / nitrogen assimilation	pfba	06_glucose_low	anaerobic	biotrophic	3	1	0.009	0.3333
Sulfur / nitrogen assimilation	pfba	07_sucrose_low	aerobic	biotrophic	3	1	0.003	0.3333
Sulfur / nitrogen assimilation	pfba	07_sucrose_low	anaerobic	biotrophic	3	1	0.009	0.3333
Sulfur / nitrogen assimilation	pfba	08_glutamate	aerobic	biotrophic	3	1	0.0043	0.3333
Sulfur / nitrogen assimilation	pfba	08_glutamate	anaerobic	biotrophic	3	0	0.0	0.0
Sulfur / nitrogen assimilation	pfba	09_glutamine	aerobic	biotrophic	3	1	0.0043	0.3333
