ec	kcat	tier	n	n_fungal	n_any
2.7.1.222	14.94	brenda_any	2	0	2
2.7.1.224	2.2	brenda_any	6	0	6
2.7.1.226	216.6	brenda_any	2	0	2
2.7.1.23	212.0	brenda_any	40	0	40
2.7.1.235	0.45	brenda_any	1	0	1
2.7.1.236	451.0	brenda_any	4	0	4
2.7.1.237	6.569	brenda_any	2	0	2
2.7.1.24	1.48	brenda_any	21	0	21
2.7.1.25	265.4	brenda_any	23	0	23
2.7.1.26	0.1	brenda_fungal	52	2	52
2.7.1.27	230.0	brenda_any	2	0	2
2.7.1.28	4.614	brenda_any	20	0	20
2.7.1.29	24.042	brenda_any	9	0	9
2.7.1.3	8.14	brenda_any	12	0	12
2.7.1.30	1670.0	brenda_fungal	6	1	6
2.7.1.31	335.0	brenda_any	2	0	2
2.7.1.32	2.55	brenda_fungal	49	1	49
2.7.1.33	1.63	brenda_any	58	0	58
2.7.1.35	3.58	brenda_any	69	0	69
2.7.1.36	120.74	brenda_any	13	0	13
2.7.1.39	40.8	brenda_fungal	26	4	26
2.7.1.4	206.18	brenda_any	17	0	17
2.7.1.40	232.0	brenda_fungal	56	10	56
2.7.1.43	8.48	brenda_any	2	0	2
2.7.1.45	26.3	brenda_any	6	0	6
2.7.1.48	7.19	brenda_any	32	0	32
2.7.1.49	0.43	brenda_any	11	0	11
2.7.1.50	3.62	brenda_any	3	0	3
2.7.1.52	23.35	brenda_fungal	6	1	6
2.7.1.59	0.03	brenda_fungal	7	1	7
2.7.1.6	55.8	brenda_fungal	155	10	155
2.7.1.60	262.6	brenda_any	8	0	8
2.7.1.63	134.6	brenda_any	53	0	53
2.7.1.64	19.77	brenda_any	8	0	8
2.7.1.66	3.94	brenda_any	2	0	2
2.7.1.67	2.77	brenda_fungal	4	2	4
2.7.1.71	97.506	brenda_any	15	0	15
2.7.1.72	1.7	brenda_any	2	0	2
2.7.1.74	3.212	brenda_any	179	0	179
2.7.1.76	3.7	brenda_any	19	0	19
2.7.1.77	70.0	brenda_any	8	0	8
2.7.1.78	2.9	brenda_any	17	0	17
2.7.1.82	11.632	brenda_any	3	0	3
2.7.1.83	0.23	brenda_any	1	0	1
2.7.1.86	16.1	brenda_fungal	6	6	6
2.7.1.90	328.0	brenda_any	15	0	15
2.7.1.91	5.059	brenda_any	4	0	4
2.7.1.95	1.781	brenda_any	4	0	4
2.7.10.2	3.169	brenda_any	30	0	30
2.7.10.3	2.032	brenda_any	18	0	18
2.7.11.1	0.19	brenda_any	6	0	6
2.7.11.11	19.6	brenda_any	11	0	11
2.7.11.14	1.18	brenda_any	2	0	2
2.7.11.15	0.0039	brenda_any	3	0	3
2.7.11.17	9.84	brenda_any	17	0	17
2.7.11.18	40.48	brenda_any	9	0	9
2.7.11.19	113.0	brenda_any	8	0	8
2.7.11.2	0.909	brenda_any	22	0	22
2.7.11.21	0.019	brenda_any	14	0	14
2.7.11.22	3.15	brenda_fungal	4	3	4
2.7.11.24	10.217	brenda_any	20	0	20
2.7.11.25	0.2585	brenda_any	12	0	12
2.7.11.39	1.52	brenda_any	1	0	1
2.7.11.4	0.4329	brenda_any	2	0	2
2.7.11.7	53.9	brenda_any	14	0	14
2.7.12.1	14.89	brenda_any	10	0	10
2.7.12.2	0.399	brenda_any	5	0	5
2.7.13.3	0.0002	brenda_any	1	0	1
2.7.2.1	1700.0	brenda_any	156	0	156
2.7.2.11	12.69	brenda_any	2	0	2
2.7.2.12	318.4	brenda_any	35	0	35
2.7.2.15	120.0	brenda_any	7	0	7
2.7.2.16	108.0	brenda_any	1	0	1
2.7.2.18	213.5	brenda_any	6	0	6
2.7.2.2	319.0	brenda_any	3	0	3
2.7.2.3	963.1	brenda_fungal	155	5	155
2.7.2.4	227.0	brenda_fungal	67	27	67
2.7.2.7	7.15	brenda_any	17	0	17
2.7.2.8	13.0	brenda_fungal	55	4	55
2.7.3.1	25.17	brenda_any	2	0	2
2.7.3.13	2.5	brenda_any	5	0	5
2.7.3.2	177.66	brenda_any	117	0	117
2.7.3.3	159.4	brenda_any	201	0	201
2.7.3.4	22.59	brenda_any	11	0	11
2.7.4.1	139.8	brenda_any	90	0	90
2.7.4.14	175.4	brenda_any	30	0	30
2.7.4.16	0.0862	brenda_any	3	0	3
2.7.4.2	8.31	brenda_any	4	0	4
2.7.4.21	0.03	brenda_any	1	0	1
2.7.4.22	479.8	brenda_any	7	0	7
2.7.4.24	24.4	brenda_any	5	0	5
2.7.4.25	103.0	brenda_any	45	0	45
2.7.4.26	102.0	brenda_any	36	0	36
2.7.4.3	733.0	brenda_any	46	0	46
2.7.4.33	154.7	brenda_any	9	0	9
2.7.4.34	3.506	brenda_any	3	0	3
2.7.4.4	374.0	brenda_any	4	0	4
2.7.4.6	321.0	brenda_fungal	29	7	29
2.7.4.7	0.08	brenda_any	5	0	5
2.7.4.8	394.0	brenda_fungal	28	3	28
2.7.4.9	8.7	brenda_fungal	63	6	63
2.7.6.1	79.96	brenda_any	17	0	17
2.7.6.2	0.0765	brenda_any	18	0	18
2.7.6.3	0.17	brenda_any	1	0	1
2.7.6.5	73.0	brenda_any	11	0	11
2.7.7.1	35.33	brenda_fungal	57	1	57
2.7.7.101	0.0006	brenda_any	1	0	1
2.7.7.102	0.145	brenda_any	4	0	4
2.7.7.103	0.095	brenda_any	2	0	2
2.7.7.107	3.435	brenda_any	2	0	2
2.7.7.12	987.0	brenda_fungal	28	1	28
2.7.7.13	161.14	brenda_any	3	0	3
2.7.7.14	3.4	brenda_any	11	0	11
2.7.7.15	31.3	brenda_fungal	13	2	13
2.7.7.18	4.88	brenda_any	22	0	22
2.7.7.19	20.214	brenda_any	53	0	53
2.7.7.2	0.435	brenda_any	60	0	60
2.7.7.23	15.4	brenda_fungal	30	9	30
2.7.7.24	23.664	brenda_any	59	0	59
2.7.7.27	166.0	brenda_any	141	0	141
2.7.7.3	4.8395	brenda_any	4	0	4
2.7.7.30	2.6	brenda_any	36	0	36
2.7.7.31	1.1079	brenda_any	4	0	4
2.7.7.38	12.5	brenda_any	11	0	11
2.7.7.39	23.8	brenda_any	31	0	31
2.7.7.4	73.3	brenda_fungal	23	12	23
2.7.7.40	50.15	brenda_any	6	0	6
2.7.7.41	8.92	brenda_fungal	10	2	10
2.7.7.43	21.0	brenda_any	43	0	43
2.7.7.45	1.56	brenda_any	2	0	2
2.7.7.47	0.636	brenda_any	9	0	9
2.7.7.48	217.6	brenda_any	22	0	22
2.7.7.49	14.0	brenda_any	66	0	66
2.7.7.5	2.96	brenda_any	2	0	2
2.7.7.50	0.0257	brenda_any	4	0	4
2.7.7.52	0.0163	brenda_any	33	0	33
2.7.7.53	96.0	brenda_fungal	6	1	6
2.7.7.6	0.8338	brenda_any	20	0	20
2.7.7.60	53.51	brenda_any	32	0	32
2.7.7.62	3.83	brenda_any	4	0	4
2.7.7.64	211.98	brenda_any	47	0	47
2.7.7.65	3.86	brenda_any	23	0	23
2.7.7.67	0.55	brenda_any	1	0	1
2.7.7.69	25.0	brenda_any	16	0	16
2.7.7.7	0.16	brenda_fungal	221	4	221
2.7.7.71	2.422	brenda_any	4	0	4
2.7.7.72	0.458	brenda_fungal	50	2	50
2.7.7.75	0.0012	brenda_any	1	0	1
2.7.7.76	0.0059	brenda_any	2	0	2
2.7.7.77	0.0052	brenda_any	4	0	4
2.7.7.78	345.5	brenda_any	4	0	4
2.7.7.79	0.0122	brenda_fungal	6	6	6
2.7.7.8	39.528	brenda_any	7	0	7
2.7.7.84	6.3	brenda_any	5	0	5
2.7.7.9	33.11	brenda_fungal	44	6	44
2.7.7.92	1.02	brenda_any	1	0	1
2.7.7.97	0.0066	brenda_any	3	0	3
2.7.8.12	0.2266	brenda_any	5	0	5
2.7.8.13	4.823	brenda_any	32	0	32
2.7.8.17	0.75	brenda_any	18	0	18
2.7.8.23	0.02	brenda_any	3	0	3
2.7.8.26	75.037	brenda_any	2	0	2
2.7.8.33	1.2	brenda_any	2	0	2
2.7.8.7	1.161	brenda_any	102	0	102
2.7.9.1	82.1	brenda_any	8	0	8
2.7.9.2	1354.0	brenda_any	10	0	10
2.7.9.3	0.0058	brenda_any	1	0	1
2.7.9.4	0.015	brenda_any	1	0	1
2.7.9.6	44.105	brenda_any	16	0	16
2.8.1.1	274.0	brenda_any	10	0	10
2.8.1.2	167.8	brenda_any	47	0	47
2.8.1.3	0.43	brenda_any	1	0	1
2.8.1.5	5.0	brenda_any	1	0	1
2.8.1.6	8.3406	brenda_any	5	0	5
2.8.1.7	3.58	brenda_any	18	0	18
2.8.1.9	0.3243	brenda_any	2	0	2
2.8.2.1	6.55	brenda_any	54	0	54
2.8.2.15	0.127	brenda_any	2	0	2
2.8.2.2	0.4602	brenda_any	25	0	25
2.8.2.20	0.103	brenda_any	8	0	8
2.8.2.22	38.91	brenda_any	3	0	3
2.8.2.37	1.978	brenda_any	5	0	5
2.8.2.38	0.0354	brenda_any	4	0	4
2.8.2.4	0.4203	brenda_any	3	0	3
2.8.2.9	0.5353	brenda_any	20	0	20
2.8.3.1	14.2	brenda_any	1	0	1
2.8.3.10	26.2	brenda_any	2	0	2
2.8.3.12	129.9	brenda_any	2	0	2
2.8.3.16	4.85	brenda_any	4	0	4
2.8.3.18	272.1	brenda_any	12	0	12
2.8.3.19	14.6	brenda_any	2	0	2
2.8.3.20	13.0	brenda_any	2	0	2
2.8.3.22	11.4	brenda_any	2	0	2
2.8.3.23	0.008	brenda_any	1	0	1
2.8.3.26	12.2	brenda_any	2	0	2
2.8.3.27	0.72	brenda_any	1	0	1
2.8.3.5	1028.1	brenda_any	8	0	8
2.8.3.8	290.0	brenda_any	1	0	1
2.8.4.1	18.0	brenda_any	1	0	1
2.8.4.2	0.551	brenda_any	8	0	8
2.8.4.6	7.1	brenda_any	3	0	3
2.8.5.1	0.913	brenda_any	4	0	4
2.9.1.1	0.0196	brenda_any	2	0	2
3.1.1.1	1618.0	brenda_any	537	0	537
3.1.1.10	1743.8	brenda_any	2	0	2
3.1.1.101	73.455	brenda_any	34	0	34
3.1.1.102	28.28	brenda_any	9	0	9
3.1.1.104	26.16	brenda_any	10	0	10
3.1.1.106	0.7858	brenda_any	24	0	24
3.1.1.107	7.269	brenda_any	8	0	8
3.1.1.108	10.32	brenda_any	8	0	8
3.1.1.109	84.53	brenda_any	8	0	8
3.1.1.11	47.6	brenda_fungal	25	2	25
3.1.1.113	60.5	brenda_any	2	0	2
3.1.1.117	125.0	brenda_fungal	60	25	60
3.1.1.120	396.2	brenda_any	8	0	8
3.1.1.122	2.83	brenda_any	1	0	1
3.1.1.13	475.0	brenda_any	38	0	38
3.1.1.14	230.74	brenda_any	52	0	52
3.1.1.17	1271.5	brenda_any	6	0	6
3.1.1.2	824.56	brenda_any	115	0	115
3.1.1.20	2611.0	brenda_fungal	83	33	83
3.1.1.22	1216.0	brenda_any	3	0	3
3.1.1.23	65000.0	brenda_any	23	0	23
3.1.1.25	85.368	brenda_any	153	0	153
3.1.1.26	1300.8	brenda_any	2	0	2
3.1.1.27	11.12	brenda_any	2	0	2
3.1.1.29	5.996	brenda_any	44	0	44
3.1.1.3	494.0	brenda_fungal	56	5	56
3.1.1.31	31.8	brenda_any	1	0	1
3.1.1.32	5158.0	brenda_fungal	5	2	5
3.1.1.35	1670.0	brenda_any	1	0	1
3.1.1.4	42.01	brenda_any	14	0	14
3.1.1.41	555.0	brenda_any	26	0	26
3.1.1.42	33.1	brenda_fungal	10	3	10
3.1.1.43	1094.0	brenda_any	72	0	72
3.1.1.45	1630.0	brenda_any	41	0	41
3.1.1.47	19.74	brenda_any	17	0	17
3.1.1.5	1687.3	brenda_any	4	0	4
3.1.1.53	111.0	brenda_any	1	0	1
3.1.1.56	116.7	brenda_fungal	38	38	38
3.1.1.57	163.2	brenda_any	13	0	13
3.1.1.58	0.0012	brenda_any	3	0	3
3.1.1.59	4.05	brenda_any	20	0	20
3.1.1.6	49.2	brenda_fungal	65	11	65
3.1.1.60	0.0001	brenda_any	1	0	1
3.1.1.61	0.0036	brenda_any	2	0	2
3.1.1.64	0.0004	brenda_any	2	0	2
3.1.1.67	0.2175	brenda_any	4	0	4
3.1.1.68	0.0027	brenda_any	2	0	2
3.1.1.7	3169.7	brenda_any	72	0	72
3.1.1.72	411.0	brenda_fungal	48	11	48
3.1.1.73	9570.0	brenda_fungal	394	285	394
3.1.1.74	32100.0	brenda_fungal	123	47	123
3.1.1.75	2.78	brenda_any	3	0	3
3.1.1.79	180.0	brenda_any	116	0	116
3.1.1.8	647.0	brenda_any	105	0	105
3.1.1.81	88.91	brenda_any	241	0	241
3.1.1.84	78.846	brenda_any	53	0	53
3.1.1.85	16.34	brenda_any	5	0	5
3.1.1.88	327.414	brenda_any	25	0	25
3.1.1.90	0.0004	brenda_any	1	0	1
3.1.1.92	41.17	brenda_any	2	0	2
3.1.1.96	220.4	brenda_any	5	0	5
3.1.11.1	6.4	brenda_any	16	0	16
3.1.11.2	0.012	brenda_any	8	0	8
3.1.11.3	11.13	brenda_any	2	0	2
3.1.11.5	593.0	brenda_any	4	0	4
3.1.11.7	0.497	brenda_any	2	0	2
3.1.13.1	72720.041	brenda_any	2	0	2
3.1.13.2	0.0234	brenda_any	13	0	13
3.1.13.3	9.317	brenda_any	11	0	11
3.1.13.4	6.8	brenda_any	5	0	5
3.1.15.1	3.262	brenda_any	5	0	5
3.1.16.1	8.26	brenda_any	3	0	3
3.1.2.1	6.733	brenda_any	2	0	2
3.1.2.12	116.7	brenda_fungal	68	39	68
3.1.2.14	8.203	brenda_any	90	0	90
3.1.2.17	23.3	brenda_any	1	0	1
3.1.2.2	153.0	brenda_any	45	0	45
3.1.2.20	21.68	brenda_any	179	0	179
3.1.2.23	9.7	brenda_any	43	0	43
3.1.2.25	30.17	brenda_any	2	0	2
3.1.2.28	51.12	brenda_any	7	0	7
3.1.2.29	150.0	brenda_any	21	0	21
3.1.2.30	110.0	brenda_any	1	0	1
3.1.2.32	0.654	brenda_any	5	0	5
3.1.2.4	231.2	brenda_any	4	0	4
3.1.2.6	979.0	brenda_fungal	76	13	76
3.1.21.1	704.27	brenda_any	10	0	10
3.1.21.10	1.35	brenda_fungal	22	10	22
3.1.21.2	0.0184	brenda_any	12	0	12
3.1.21.3	167.0	brenda_any	1	0	1
3.1.21.4	600.0	brenda_any	16	0	16
3.1.21.7	0.0187	brenda_any	8	0	8
3.1.21.9	0.0151	brenda_any	3	0	3
3.1.22.1	0.0	brenda_any	6	0	6
3.1.25.1	0.0195	brenda_any	4	0	4
3.1.26.11	0.48	brenda_any	31	0	31
3.1.26.12	0.2786	brenda_any	22	0	22
3.1.26.13	0.668	brenda_any	13	0	13
3.1.26.3	1.08	brenda_fungal	22	1	22
3.1.26.4	4.233	brenda_any	40	0	40
3.1.26.5	1.3	brenda_fungal	40	6	40
3.1.26.6	28.3	brenda_any	1	0	1
3.1.26.8	0.0517	brenda_any	2	0	2
3.1.3.1	1066.4	brenda_any	175	0	175
3.1.3.10	111.0	brenda_any	21	0	21
3.1.3.102	8.53	brenda_any	4	0	4
3.1.3.103	1.2	brenda_any	7	0	7
3.1.3.104	32.825	brenda_any	16	0	16
3.1.3.105	0.88	brenda_any	2	0	2
3.1.3.106	322.8	brenda_any	4	0	4
3.1.3.108	221.6	brenda_any	7	0	7
3.1.3.11	4.9	brenda_fungal	141	10	141
3.1.3.112	0.0132	brenda_any	6	0	6
3.1.3.12	17.7	brenda_any	32	0	32
3.1.3.15	582.0	brenda_any	28	0	28
3.1.3.16	0.78	brenda_fungal	67	2	67
3.1.3.17	5.01	brenda_any	2	0	2
3.1.3.18	86.46	brenda_any	15	0	15
3.1.3.2	636.8	brenda_any	135	0	135
3.1.3.21	833.0	brenda_fungal	9	1	9
3.1.3.22	137.5935	brenda_any	2	0	2
3.1.3.23	33.8	brenda_any	33	0	33
3.1.3.24	61.38	brenda_any	2	0	2
3.1.3.25	7.88	brenda_any	53	0	53
3.1.3.26	412000.0	brenda_fungal	91	34	91
3.1.3.27	24.0	brenda_any	1	0	1
3.1.3.3	489.84	brenda_any	15	0	15
3.1.3.32	34.33	brenda_any	71	0	71
3.1.3.36	11.0	brenda_fungal	4	1	4
3.1.3.37	57.0	brenda_any	5	0	5
3.1.3.4	7.22	brenda_fungal	3	3	3
3.1.3.41	108.0	brenda_fungal	1	1	1
3.1.3.45	1.284	brenda_any	4	0	4
3.1.3.46	0.1	brenda_any	1	0	1
3.1.3.48	74.2	brenda_any	165	0	165
3.1.3.5	245.5	brenda_any	66	0	66
3.1.3.50	58.8	brenda_any	2	0	2
3.1.3.52	35.5	brenda_any	4	0	4
3.1.3.56	11.0	brenda_fungal	15	14	15
3.1.3.6	180.2	brenda_any	38	0	38
3.1.3.67	0.12	brenda_any	1	0	1
3.1.3.7	11.0	brenda_fungal	30	6	30
3.1.3.72	2079.0	brenda_any	2	0	2
3.1.3.74	19.2	brenda_any	6	0	6
3.1.3.75	2320000.0	brenda_any	23	0	23
3.1.3.76	1.658	brenda_any	9	0	9
3.1.3.8	412000.0	brenda_fungal	174	65	174
3.1.3.82	22.0	brenda_any	21	0	21
3.1.3.83	27.4	brenda_any	2	0	2
3.1.3.84	0.028	brenda_fungal	2	1	2
3.1.3.86	57.5	brenda_any	11	0	11
3.1.3.89	3.48	brenda_fungal	16	5	16
3.1.3.9	436.4	brenda_any	5	0	5
3.1.3.90	128.0	brenda_any	1	0	1
3.1.3.91	5.694	brenda_any	2	0	2
3.1.3.92	28.811	brenda_any	2	0	2
3.1.3.96	1.6	brenda_any	1	0	1
3.1.3.97	12.23	brenda_any	12	0	12
3.1.3.99	19.32	brenda_any	5	0	5
3.1.30.2	590.32	brenda_any	3	0	3
3.1.4.1	0.28	brenda_fungal	61	4	61
3.1.4.12	229.0	brenda_any	10	0	10
3.1.4.14	0.1894	brenda_any	2	0	2
3.1.4.16	190.0	brenda_any	82	0	82
3.1.4.17	21.0	brenda_fungal	30	10	30
3.1.4.2	26.29	brenda_any	18	0	18
3.1.4.3	914.8	brenda_any	17	0	17
3.1.4.35	3.8	brenda_any	11	0	11
3.1.4.37	1182.0	brenda_any	71	0	71
3.1.4.38	50.6	brenda_any	5	0	5
3.1.4.39	17.2	brenda_any	27	0	27
3.1.4.4	125.565	brenda_any	26	0	26
3.1.4.41	0.094	brenda_any	5	0	5
3.1.4.45	7.676	brenda_any	2	0	2
3.1.4.46	3.3	brenda_any	19	0	19
3.1.4.52	1.84	brenda_any	51	0	51
3.1.4.53	5.29	brenda_any	12	0	12
3.1.4.55	1.47	brenda_any	16	0	16
3.1.4.57	6.86	brenda_any	2	0	2
3.1.4.59	513.506	brenda_any	24	0	24
3.1.4.60	3174.3078	brenda_any	2	0	2
3.1.5.1	3600.26	brenda_any	2	0	2
3.1.6.1	5010.0	brenda_any	35	0	35
3.1.6.12	143.0	brenda_any	1	0	1
3.1.6.19	2.258	brenda_any	9	0	9
3.1.6.2	6.48	brenda_any	1	0	1
3.1.6.21	4.88	brenda_any	1	0	1
3.1.6.6	1.548	brenda_any	15	0	15
3.1.6.8	13.73	brenda_any	3	0	3
3.1.7.11	0.96	brenda_any	3	0	3
3.1.7.2	2.997	brenda_any	2	0	2
3.1.7.6	4.074	brenda_any	3	0	3
3.1.8.1	846.4	brenda_any	433	0	433
3.11.1.1	12.324	brenda_any	24	0	24
3.11.1.2	1.7	brenda_fungal	4	1	4
3.11.1.3	119.4	brenda_any	2	0	2
3.13.1.1	0.0902	brenda_any	2	0	2
3.13.1.4	4.118	brenda_any	7	0	7
3.13.1.5	1545.6	brenda_any	4	0	4
3.13.1.7	58.0	brenda_any	1	0	1
3.13.1.9	0.83	brenda_any	3	0	3
3.13.2.1	338.3	brenda_any	40	0	40
3.13.2.3	0.0606	brenda_any	7	0	7
3.2.1.1	751.2	brenda_any	228	0	228
3.2.1.10	129.0	brenda_fungal	55	23	55
3.2.1.100	115.427	brenda_any	2	0	2
3.2.1.101	7.33	brenda_any	1	0	1
3.2.1.102	7.27	brenda_any	7	0	7
3.2.1.104	21.9	brenda_fungal	4	4	4
3.2.1.106	1450.0	brenda_fungal	2	2	2
3.2.1.108	20.65	brenda_any	6	0	6
3.2.1.11	4872.0	brenda_fungal	53	21	53
3.2.1.111	27.25	brenda_any	26	0	26
3.2.1.113	9.48	brenda_fungal	4	4	4
3.2.1.114	7.28	brenda_any	7	0	7
3.2.1.115	100.2	brenda_any	10	0	10
3.2.1.116	55.52	brenda_any	7	0	7
3.2.1.120	1216.0	brenda_fungal	8	8	8
3.2.1.122	1.3	brenda_any	11	0	11
3.2.1.123	21.9	brenda_fungal	24	5	24
3.2.1.126	114.4	brenda_any	14	0	14
3.2.1.127	127.3	brenda_any	6	0	6
3.2.1.129	2.291	brenda_any	8	0	8
3.2.1.130	5.555	brenda_any	6	0	6
3.2.1.131	291.45	brenda_any	26	0	26
3.2.1.132	0.47	brenda_fungal	85	1	85
3.2.1.133	207.68	brenda_any	98	0	98
3.2.1.135	81600.0	brenda_any	7	0	7
3.2.1.136	28.5	brenda_any	6	0	6
3.2.1.139	69.2	brenda_fungal	30	4	30
3.2.1.14	8.08	brenda_fungal	181	13	181
3.2.1.140	91.83	brenda_any	38	0	38
3.2.1.141	1122.8	brenda_any	49	0	49
3.2.1.142	75.0	brenda_any	26	0	26
3.2.1.143	246.06	brenda_any	4	0	4
3.2.1.145	104.9	brenda_any	3	0	3
3.2.1.146	70.8	brenda_fungal	6	5	6
3.2.1.147	378.664	brenda_any	29	0	29
3.2.1.149	43.75	brenda_any	6	0	6
3.2.1.15	7478.4	brenda_fungal	29	21	29
3.2.1.151	805.0	brenda_fungal	47	15	47
3.2.1.155	55.0	brenda_fungal	7	3	7
3.2.1.156	821.8	brenda_any	14	0	14
3.2.1.157	676.845	brenda_any	4	0	4
3.2.1.158	527.905	brenda_any	6	0	6
3.2.1.161	477.0	brenda_any	13	0	13
3.2.1.163	4.9	brenda_any	1	0	1
3.2.1.165	3000.0	brenda_fungal	19	4	19
3.2.1.166	3.332	brenda_any	4	0	4
3.2.1.167	170.76	brenda_any	9	0	9
3.2.1.168	125.0	brenda_fungal	4	4	4
3.2.1.169	19.22	brenda_any	29	0	29
3.2.1.17	0.0699	brenda_any	2	0	2
3.2.1.172	12.538	brenda_any	2	0	2
3.2.1.173	2.4	brenda_fungal	3	3	3
3.2.1.176	2259.0	brenda_fungal	70	45	70
3.2.1.177	186.0	brenda_fungal	15	4	15
3.2.1.178	85.42	brenda_any	3	0	3
3.2.1.179	51.88	brenda_any	13	0	13
3.2.1.18	1850.0	brenda_fungal	44	4	44
3.2.1.180	23.6	brenda_any	33	0	33
3.2.1.181	6.397	brenda_any	2	0	2
3.2.1.182	210.08	brenda_any	45	0	45
3.2.1.183	20.62	brenda_any	8	0	8
3.2.1.184	59.1	brenda_any	1	0	1
3.2.1.185	5.44	brenda_any	3	0	3
3.2.1.186	9.1	brenda_any	10	0	10
3.2.1.187	2.7	brenda_any	1	0	1
3.2.1.191	1062.8	brenda_any	8	0	8
3.2.1.192	1581.272	brenda_any	9	0	9
3.2.1.193	43.765	brenda_any	4	0	4
3.2.1.194	5035.06	brenda_any	3	0	3
3.2.1.195	22.269	brenda_fungal	2	2	2
3.2.1.196	38.74	brenda_any	9	0	9
3.2.1.197	30.0	brenda_any	3	0	3
3.2.1.198	2.1005	brenda_any	4	0	4
3.2.1.199	25.42	brenda_any	8	0	8
3.2.1.2	2433.9	brenda_any	30	0	30
3.2.1.20	1171.0	brenda_fungal	158	32	158
3.2.1.200	5000.0	brenda_any	1	0	1
3.2.1.203	7.089	brenda_any	14	0	14
3.2.1.204	20.72	brenda_any	3	0	3
3.2.1.205	19.12	brenda_any	7	0	7
3.2.1.206	327.76	brenda_any	4	0	4
3.2.1.207	0.241	brenda_fungal	5	3	5
3.2.1.209	2.564	brenda_any	15	0	15
3.2.1.21	8664.0	brenda_fungal	607	73	607
3.2.1.211	0.0137	brenda_any	1	0	1
3.2.1.213	261.0	brenda_any	1	0	1
3.2.1.214	49.0	brenda_any	3	0	3
3.2.1.215	180.31	brenda_any	2	0	2
3.2.1.216	83.36	brenda_any	8	0	8
3.2.1.217	6.54	brenda_any	21	0	21
3.2.1.22	7659.0	brenda_fungal	118	30	118
3.2.1.220	68.95	brenda_any	6	0	6
3.2.1.221	0.0199	brenda_any	2	0	2
3.2.1.222	159.461	brenda_any	2	0	2
3.2.1.223	63.2	brenda_any	1	0	1
3.2.1.224	12.0	brenda_any	1	0	1
3.2.1.225	44.4	brenda_any	1	0	1
3.2.1.23	2700000.0	brenda_fungal	189	40	189
3.2.1.24	1.7	brenda_fungal	36	1	36
3.2.1.25	301.175	brenda_any	44	0	44
3.2.1.26	4000.0	brenda_fungal	101	17	101
3.2.1.28	167.0	brenda_fungal	28	4	28
3.2.1.3	823.0	brenda_fungal	177	125	177
3.2.1.31	27.84	brenda_fungal	35	13	35
3.2.1.32	1501.61	brenda_any	28	0	28
3.2.1.33	12.46	brenda_any	16	0	16
3.2.1.37	334.0	brenda_fungal	156	64	156
3.2.1.38	346.999	brenda_any	22	0	22
3.2.1.39	478.19	brenda_any	38	0	38
3.2.1.4	1020.0	brenda_fungal	148	19	148
3.2.1.40	48900.0	brenda_fungal	51	35	51
3.2.1.41	877.9	brenda_any	51	0	51
3.2.1.45	255.0	brenda_any	31	0	31
3.2.1.48	221.6	brenda_any	15	0	15
3.2.1.49	133.0	brenda_any	31	0	31
3.2.1.50	6.883	brenda_any	8	0	8
3.2.1.51	39.8	brenda_fungal	120	1	120
3.2.1.52	723.0	brenda_fungal	149	11	149
3.2.1.53	5.224	brenda_any	4	0	4
3.2.1.54	580.0	brenda_any	86	0	86
3.2.1.55	113000.0	brenda_fungal	187	75	187
3.2.1.57	180.0	brenda_fungal	2	2	2
3.2.1.58	157.0	brenda_fungal	33	6	33
3.2.1.59	148.98	brenda_any	5	0	5
3.2.1.6	156.0	brenda_fungal	56	2	56
3.2.1.60	22038.0	brenda_any	5	0	5
3.2.1.62	0.0383	brenda_fungal	17	1	17
3.2.1.63	15.4	brenda_any	1	0	1
3.2.1.65	228.99	brenda_any	18	0	18
3.2.1.67	4068.0	brenda_fungal	34	11	34
3.2.1.68	0.0001	brenda_fungal	11	1	11
3.2.1.7	1894.0	brenda_fungal	51	38	51
3.2.1.70	538.0	brenda_any	41	0	41
3.2.1.73	6050.0	brenda_fungal	173	14	173
3.2.1.74	32.0	brenda_fungal	19	1	19
3.2.1.75	30.0	brenda_fungal	3	1	3
3.2.1.76	11.32	brenda_any	3	0	3
3.2.1.78	2246.0	brenda_fungal	57	28	57
3.2.1.8	17250.0	brenda_fungal	181	58	181
3.2.1.80	5000.0	brenda_fungal	13	12	13
3.2.1.81	1123.41	brenda_any	8	0	8
3.2.1.82	160.2	brenda_fungal	6	6	6
3.2.1.83	708.327	brenda_any	14	0	14
3.2.1.85	195.59	brenda_any	22	0	22
3.2.1.86	161.4	brenda_any	24	0	24
3.2.1.88	11.8	brenda_any	1	0	1
3.2.1.89	3705.2	brenda_any	4	0	4
3.2.1.91	2492.0	brenda_fungal	39	18	39
3.2.1.92	59.733	brenda_any	2	0	2
3.2.1.93	39.03	brenda_any	12	0	12
3.2.1.94	140.48	brenda_any	9	0	9
3.2.1.96	250.0	brenda_fungal	15	6	15
3.2.1.97	194.0	brenda_any	76	0	76
3.2.1.98	12.86	brenda_any	1	0	1
3.2.1.99	270.45	brenda_any	6	0	6
3.2.2.1	22.1	brenda_any	103	0	103
3.2.2.15	0.4167	brenda_any	4	0	4
3.2.2.16	8.32	brenda_any	57	0	57
3.2.2.2	42.96	brenda_any	4	0	4
3.2.2.21	0.014	brenda_any	5	0	5
3.2.2.22	24.919	brenda_any	44	0	44
3.2.2.23	0.0515	brenda_any	86	0	86
