rxn_id	name	compartment	direction	lower_bound	upper_bound	equation_cpd	equation_name	ec_number	gpr	subsystem	n_metabolites	flux
rxn00285_m0	Succinate:CoA ligase (ADP-forming)_m0	m0	<=>	-1000.0	1000.0	cpd00002_m0 + cpd00010_m0 + cpd00036_m0 <=> cpd00008_m0 + cpd00009_m0 + cpd00078_m0	ATP_m0 + CoA_m0 + Succinate_m0 <=> ADP_m0 + Phosphate_m0 + Succinyl-CoA_m0		gene_12874 or gene_11823		6	0.0007324492569073435
rxn05233_c0	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00031_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00295_c0 + cpd11420_c0	GDP_c0 + trdrd_c0 --> H2O_c0 + dGDP_c0 + trdox_c0		gene_47 or gene_2076 or gene_9237		5	0.0005493369426810488
rxn01509_c0	ATP:dGMP phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00296_c0 <=> cpd00008_c0 + cpd00295_c0	ATP_c0 + dGMP_c0 <=> ADP_c0 + dGDP_c0		gene_2010		4	-0.0005493369426810488
rxn01217_c0	dCMP aminohydrolase_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00067_c0 + cpd00206_c0 <=> cpd00013_c0 + cpd00299_c0	H2O_c0 + H+_c0 + dCMP_c0 <=> NH3_c0 + dUMP_c0		gene_5452		5	-0.0005493369426810488
rxn05093_c0	sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)_c0	c0	<=	-1000.0	0.0	4 cpd00001_c0 + cpd00007_c0 + 4 cpd00074_c0 <-- 4 cpd00067_c0 + 2 cpd00081_c0 + 2 cpd00239_c0	4 H2O_c0 + O2_c0 + 4 S_c0 <-- 4 H+_c0 + 2 Sulfite_c0 + 2 H2S_c0				6	-0.00045778078556754073
rxn01115_c0	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)_c0	c0	=>	0.0	1000.0	cpd00006_c0 + cpd00284_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00171_c0	NADP_c0 + 6-Phospho-D-gluconate_c0 --> NADPH_c0 + CO2_c0 + D-Ribulose5-phosphate_c0		gene_4358		5	0.00041200270701078636
rxn09648_c0	6-phospho-D-glucono-1,5-lactone endoplasmic reticular transport via diffusion_g0	c0;r0	<=>	-999999.0	999999.0	cpd00911_c0 <=> cpd00911_r0	6-phospho-D-glucono-1-5-lactone_c0 <=> 6-phospho-D-glucono-1-5-lactone_r0				2	-0.00041200270701078636
rxn08570_c0	glucose 6-phosphate transport via diffusion (extracellular to periplasm)_g0	c0;r0	<=>	-999999.0	999999.0	cpd00079_c0 <=> cpd00079_r0	D-glucose-6-phosphate_c0 <=> D-glucose-6-phosphate_r0				2	0.00041200270701078636
rxn00604_r0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_r0	r0	=>	0.0	999999.0	cpd00006_r0 + cpd00079_r0 --> cpd00005_r0 + cpd00067_r0 + cpd00911_r0	NADP_r0 + D-glucose-6-phosphate_r0 --> NADPH_r0 + H+_r0 + 6-phospho-D-glucono-1-5-lactone_r0				5	0.00041200270701078636
rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0	c0	=>	0.0	1000.0	cpd00001_c0 + cpd00911_c0 --> cpd00067_c0 + cpd00284_c0	H2O_c0 + 6-phospho-D-glucono-1-5-lactone_c0 --> H+_c0 + 6-Phospho-D-gluconate_c0		gene_4017		4	0.0004120027070107863
rxn09623_c0	3-keto-steroid reductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd15300_c0 --> cpd00006_c0 + cpd03221_c0	NADPH_c0 + H+_c0 + zymosterol intermediate 2_c0 --> NADP_c0 + Zymosterol_c0		gene_4814		5	0.00038911366773240947
rxn09625_c0	C-3 sterol dehydrogenase (zymosterol)_c0	c0	=>	0.0	999999.0	cpd00003_c0 + cpd15299_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00067_c0 + cpd15300_c0	NAD_c0 + zymosterol intermediate 1_c0 --> NADH_c0 + CO2_c0 + H+_c0 + zymosterol intermediate 2_c0		gene_8865		6	0.0003891136677324094
rxn09621_c0	C-4 sterol methyl oxidase (4-methylzymosterol)_c0	c0	=>	0.0	999999.0	3 cpd00005_c0 + 3 cpd00007_c0 + 3 cpd00067_c0 + cpd03035_c0 --> 4 cpd00001_c0 + 3 cpd00006_c0 + cpd15299_c0	3 NADPH_c0 + 3 O2_c0 + 3 H+_c0 + 4-methylzymosterol_c0 --> 4 H2O_c0 + 3 NADP_c0 + zymosterol intermediate 1_c0		gene_12719		7	0.0003891136677324094
rxn12916_c0	3-keto-steroid reductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd15213_c0 --> cpd00006_c0 + cpd03035_c0	NADPH_c0 + H+_c0 + intermediate-methylzymosterol-II_c0 --> NADP_c0 + 4-methylzymosterol_c0		gene_4814		5	0.0003891136677324094
rxn09626_c0	C-3 sterol dehydrogenase (4-methylzymosterol)_c0	c0	=>	0.0	999999.0	cpd00003_c0 + cpd15212_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00067_c0 + cpd15213_c0	NAD_c0 + intermediate-methylzymosterol-I_c0 --> NADH_c0 + CO2_c0 + H+_c0 + intermediate-methylzymosterol-II_c0		gene_8865		6	0.00038911366773240936
rxn09622_c0	 C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	c0	=>	0.0	1000.0	3.0 cpd00005_c0 + 3.0 cpd00007_c0 + 2.0 cpd00067_c0 + cpd15210_c0 --> 4.0 cpd00001_c0 + 3.0 cpd00006_c0 + cpd15212_c0	3.0 NADPH_c0 + 3.0 O2_c0 + 2.0 H+_c0 +  --> 4.0 H2O_c0 + 3.0 NADP_c0 + intermediate-methylzymosterol-I_c0				7	0.00038911366773240936
rxn04147_c0	squalene synthase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + 2 cpd00350_c0 --> cpd00006_c0 + 2 cpd00012_c0 + cpd00559_c0	NADPH_c0 + H+_c0 + 2 Farnesyldiphosphate_c0 --> NADP_c0 + 2 PPi_c0 + Supraene_c0		gene_6706		6	0.00038911366773240936
rxn09629_c0	 C-14 sterol reductase	c0	<=>	-1000.0	1000.0	cpd00005_c0 + cpd00067_c0 + cpd15209_c0 <=> cpd00006_c0 + cpd15210_c0	NADPH_c0 + H+_c0 + 4,4-dimethylcholesta-8,14,24-trienol_c0 <=> NADP_c0 + 				5	0.00038911366773240936
H2Oter_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_g0	c0;r0	<=>	-999999.0	999999.0	cpd00001_c0 <=> cpd00001_r0	H2O_c0 <=> H2O_r0				2	-0.00038911366773240936
rxn02063_r0	squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)_r0	r0	=>	0.0	999999.0	cpd00005_r0 + cpd00007_r0 + cpd00067_r0 + cpd00559_r0 --> cpd00001_r0 + cpd00006_r0 + cpd00776_r0	NADPH_r0 + O2_r0 + H+_r0 + Supraene_r0 --> H2O_r0 + NADP_r0 + Squalene 2,3-oxide_r0		gene_5143 or gene_3496		7	0.00038911366773240936
rxn09639_c0	squalene endoplamic reticular transport_g0	c0;r0	<=>	-999999.0	999999.0	cpd00559_c0 <=> cpd00559_r0	Supraene_c0 <=> Supraene_r0				2	0.0003891136677324093
rxn09640_c0	Squalene-2,3-epoxide endoplamic reticular transport_g0	c0;r0	<=>	-999999.0	999999.0	cpd00776_r0 <=> cpd00776_c0	Squalene 2,3-oxide_r0 <=> Squalene 2,3-oxide_c0				2	0.0003891136677324093
rxn02290_c0	(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)_c0	c0	=>	0.0	999999.0	cpd00776_c0 --> cpd01188_c0	Squalene 2,3-oxide_c0 --> Lanosterol_c0		gene_8185		2	0.0003891136677324093
rxn13341_c0	cytochrome P450 lanosterol 14-alpha-demethylase (NAD)_c0	c0	=>	0.0	999999.0	3 cpd00004_c0 + 3 cpd00007_c0 + 2 cpd00067_c0 + cpd01188_c0 --> 4 cpd00001_c0 + 3 cpd00003_c0 + cpd00047_c0 + cpd15209_c0	3 NADH_c0 + 3 O2_c0 + 2 H+_c0 + Lanosterol_c0 --> 4 H2O_c0 + 3 NAD_c0 + Formate_c0 + 4,4-dimethylcholesta-8,14,24-trienol_c0		gene_12185 or gene_10554 or gene_4061		8	0.0003891136677324093
O2ter_c0	TRANS-RXNAVI-26568.ce_g0	c0;r0	<=>	-999999.0	999999.0	cpd00007_c0 <=> cpd00007_r0	O2_c0 <=> O2_r0				2	0.0003891136677324093
rxn00029_c0	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)_c0	c0	=>	0.0	999999.0	2 cpd00338_c0 --> 2 cpd00001_c0 + cpd00067_c0 + cpd00689_c0	2 5-Aminolevulinate_c0 --> 2 H2O_c0 + H+_c0 + Porphobilinogen_c0		gene_6560		4	0.00036622462845367176
O2tm_c0	TRANS-RXNAVI-26568.ce_m0	c0;m0	<=>	-999999.0	999999.0	cpd00007_c0 <=> cpd00007_m0	O2_c0 <=> O2_m0				2	0.00020600135350538407
rxn02155_c0	ATP:nicotinamide-nucleotide adenylyltransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00067_c0 + cpd00873_c0 --> cpd00012_c0 + cpd00638_c0	ATP_c0 + H+_c0 + Nicotinate ribonucleotide_c0 --> PPi_c0 + Deamido-NAD_c0		YLR328W		5	0.00013733423567298327
rxn00138_c0	deamido-NAD+:ammonia ligase (AMP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00013_c0 + cpd00638_c0 --> cpd00003_c0 + cpd00012_c0 + cpd00018_c0 + cpd00067_c0	ATP_c0 + NH3_c0 + Deamido-NAD_c0 --> NAD_c0 + PPi_c0 + AMP_c0 + H+_c0		gene_9483		7	0.00013733423567298324
rxn05040_c0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)_c0	c0	=>	0.0	999999.0	cpd00171_c0 --> cpd00047_c0 + cpd00067_c0 + cpd11225_c0	D-Ribulose5-phosphate_c0 --> Formate_c0 + H+_c0 + 3-4-dihydroxy-2-butanone4-phosphate_c0		gene_12503		4	0.00013733423567026222
rxn30056_c0	riboflavin synthase_c0	c0	=>	0.0	999999.0	cpd11225_c0 + cpd29668_c0 --> 2 cpd00001_c0 + cpd00009_c0 + cpd02656_c0	3-4-dihydroxy-2-butanone4-phosphate_c0 + 4-(1-D-Ribitylamino)-5-aminouracil_c0 --> 2 H2O_c0 + Phosphate_c0 + 6-7-Dimethyl-8--1-D-ribityllumazine_c0		gene_9556		5	0.0001373342356702622
rxn09784_c0	TRANS-RXNBWI-115551.cm_m0	c0;m0	<=>	-999999.0	999999.0	cpd00017_c0 <=> cpd00017_m0	S-Adenosyl-L-methionine_c0 <=> S-Adenosyl-L-methionine_m0		gene_8015		2	0.00013733423567024834
rxn09785_c0	Transport of S-adenosyl-L-homocysteine, mitochondrial_m0	c0;m0	<=>	-999999.0	999999.0	cpd00019_c0 <=> cpd00019_m0	S-Adenosyl-homocysteine_c0 <=> S-Adenosyl-homocysteine_m0				2	-0.00013733423567024834
rxn20661_c0	quinolinate synthase_c0	c0	=>	0.0	999999.0	cpd00095_c0 + cpd03470_c0 --> 2 cpd00001_c0 + cpd00009_c0 + cpd02333_c0	Glycerone-phosphate_c0 + Iminoaspartate_c0 --> 2 H2O_c0 + Phosphate_c0 + Quinolinate_c0				5	9.155615711627434e-05
ASPOcm_c0	Aspartate oxidase	c0;m0	=>	0.0	999999.0	cpd00015_m0 + cpd00041_c0 --> cpd00067_c0 + cpd00982_m0 + cpd03470_c0	FAD_m0 + L-Aspartate_c0 --> H+_c0 + FADH2_m0 + Iminoaspartate_c0				5	9.155615711627434e-05
rxn09522_m0	succinate dehydrogenase (ubiquinone-6), mitochondrial_m0	m0	<=>	-999999.0	999999.0	cpd00982_m0 + cpd15290_m0 <=> cpd00015_m0 + cpd15291_m0	FADH2_m0 + Ubiquinone-6_m0 <=> FAD_m0 + Ubiquinol-6_m0		gene_10255 or gene_10255 or gene_8568 or gene_10387 or gene_9266 or gene_7297		4	9.155615711627434e-05
rxn02402_c0	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0	c0	=>	0.0	999999.0	2 cpd00067_c0 + cpd00103_c0 + cpd02333_c0 --> cpd00011_c0 + cpd00012_c0 + cpd00873_c0	2 H+_c0 + PRPP_c0 + Quinolinate_c0 --> CO2_c0 + PPi_c0 + Nicotinate ribonucleotide_c0		gene_7923		6	9.155615711627431e-05
rxn08475_c0	iron (II) transport via diffusion (extracellular to periplasm)_c0	c0;e0	=>	0.0	999999.0	cpd10515_e0 --> cpd10515_c0	Fe2+_e0 --> Fe2+_c0		YMR319C		2	9.155615711350815e-05
EX_cpd10515_e0	Exchange for Fe2+_e0	e0	<=>	-100.0	100.0	cpd10515_e0 <=> 	Fe2+_e0 <=> 				1	-9.155615711350813e-05
rxn00060_c0	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + 4 cpd00689_c0 --> 4 cpd00013_c0 + cpd00755_c0	H2O_c0 + 4 Porphobilinogen_c0 --> 4 NH3_c0 + Hydroxymethylbilane_c0		gene_4370		4	9.155615711341794e-05
rxn02264_c0	Hydroxymethylbilane hydro-lyase(cyclizing)_c0	c0	=>	0.0	999999.0	cpd00755_c0 --> cpd00001_c0 + cpd00774_c0	Hydroxymethylbilane_c0 --> H2O_c0 + UroporphyrinogenIII_c0		gene_2500		3	9.155615711341794e-05
rxn30054_c0	pyrimidine phosphatase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd02720_c0 --> cpd00009_c0 + cpd29668_c0	H2O_c0 + 5-Amino-6--5-phosphoribitylaminouracil_c0 --> Phosphate_c0 + 4-(1-D-Ribitylamino)-5-aminouracil_c0				4	6.86671178351311e-05
rxn30057_c0	riboflavin synthase_c0	c0	=>	0.0	999999.0	2 cpd02656_c0 --> cpd00220_c0 + cpd29668_c0	2 6-7-Dimethyl-8--1-D-ribityllumazine_c0 --> Riboflavin_c0 + 4-(1-D-Ribitylamino)-5-aminouracil_c0		gene_6102		3	6.86671178351311e-05
rxn10506_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00067_c0 + cpd15807_c0 --> cpd00013_c0 + cpd02720_c0	H2O_c0 + H+_c0 + 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate_c0 --> NH3_c0 + 5-Amino-6--5-phosphoribitylaminouracil_c0		YOL066C		5	6.866711783506343e-05
rxn10505_c0	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NADP+ 1'-oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd00957_c0 --> cpd00006_c0 + cpd15807_c0	NADPH_c0 + H+_c0 + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0 --> NADP_c0 + 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate_c0		gene_11066		5	6.866711783506343e-05
rxn00300_c0	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0	c0	=>	0.0	999999.0	3 cpd00001_c0 + cpd00038_c0 --> cpd00012_c0 + cpd00047_c0 + 2 cpd00067_c0 + cpd00957_c0	3 H2O_c0 + GTP_c0 --> PPi_c0 + Formate_c0 + 2 H+_c0 + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0		gene_1783		6	6.866711783506343e-05
rxn09806_c0	2-Dehydropantoate mitochondrial transport_m0	c0;m0	<=>	-999999.0	999999.0	cpd00712_c0 <=> cpd00712_m0	2-Dehydropantoate_c0 <=> 2-Dehydropantoate_m0				2	6.866711783495138e-05
rxn01790_m0	(R)-Pantoate:NADP+ 2-oxidoreductase_m0	m0	=>	0.0	999999.0	cpd00005_m0 + cpd00067_m0 + cpd00712_m0 --> cpd00006_m0 + cpd00408_m0	NADPH_m0 + H+_m0 + 2-Dehydropantoate_m0 --> NADP_m0 + Pantoate_m0		gene_11182		5	6.866711783495138e-05
rxn09728_c0	pantothenate mitochondrial transport_m0	c0;m0	<=>	-999999.0	999999.0	cpd00408_c0 <=> cpd00408_m0	Pantoate_c0 <=> Pantoate_m0				2	-6.866711783495136e-05
rxn01791_c0	(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00085_c0 + cpd00408_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00644_c0	ATP_c0 + beta-Alanine_c0 + Pantoate_c0 --> PPi_c0 + AMP_c0 + H+_c0 + PAN_c0		gene_3724		7	6.866711783495136e-05
rxn22781_c0	RXN-12332.x_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00003_c0 + cpd01504_c0 --> cpd00004_c0 + 2 cpd00067_c0 + cpd00085_c0	H2O_c0 + NAD_c0 + 3-Aminopropanal_c0 --> NADH_c0 + 2 H+_c0 + beta-Alanine_c0		YMR170C or YMR169C		6	6.866711783495136e-05
rxn00912_c0	5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00123_c0 + cpd00125_c0 --> cpd00087_c0 + cpd00712_c0	H2O_c0 + 3-Methyl-2-oxobutanoate_c0 + 5-10-Methylenetetrahydrofolate_c0 --> Tetrahydrofolate_c0 + 2-Dehydropantoate_c0		gene_11759		5	6.866711783495136e-05
rxn05108_c0	R07396_c0	c0	=>	0.0	999999.0	cpd00023_c0 + cpd00869_c0 --> cpd00024_c0 + cpd00060_c0	L-Glutamate_c0 + 4-methylthio 2-oxobutyrate_c0 --> 2-Oxoglutarate_c0 + L-Methionine_c0				4	6.866711783492882e-05
rxn05104_c0	S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase_c0	c0	=>	0.0	999999.0	cpd02791_c0 --> cpd00001_c0 + cpd11295_c0	methylthioribulose-1-phosphate_c0 --> H2O_c0 + 2,3-diketo5-methylthio-1-phosphopentane_c0				3	6.866711783492882e-05
rxn00127_c0	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]_c0	c0	=>	0.0	999999.0	cpd00017_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00837_c0	S-Adenosyl-L-methionine_c0 + H+_c0 --> CO2_c0 + S-Adenosylmethioninamine_c0		gene_10717		4	6.866711783492881e-05
rxn30079_c0	5'-methylthioadenosine phosphorylase_c0	c0	=>	0.0	999999.0	cpd00009_c0 + cpd00147_c0 --> cpd00128_c0 + cpd29669_c0	Phosphate_c0 + 5-Methylthioadenosine_c0 --> Adenine_c0 + 5-Methylthio-5-deoxy-D-ribose 1-phosphate_c0		gene_12740		4	6.866711783492881e-05
rxn30037_c0	5-methylthioribose-1-phosphate isomerase_c0	c0	<=>	-999999.0	999999.0	cpd29669_c0 <=> cpd02791_c0	5-Methylthio-5-deoxy-D-ribose 1-phosphate_c0 <=> methylthioribulose-1-phosphate_c0				2	6.866711783492881e-05
rxn13388_c0	spermidine:oxygen oxidoreductase (spermidine-forming)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00007_c0 + cpd00558_c0 --> cpd00025_c0 + cpd00264_c0 + cpd01504_c0	H2O_c0 + O2_c0 + Spermine_c0 --> H2O2_c0 + Spermidine_c0 + 3-Aminopropanal_c0		YMR020W		6	6.866711783492881e-05
rxn10075_c0	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction_c0	c0	=>	0.0	999999.0	3 cpd00001_c0 + cpd11295_c0 --> cpd00009_c0 + cpd00047_c0 + 6 cpd00067_c0 + cpd00869_c0	3 H2O_c0 + 2,3-diketo5-methylthio-1-phosphopentane_c0 --> Phosphate_c0 + Formate_c0 + 6 H+_c0 + 4-methylthio 2-oxobutyrate_c0		gene_7944 or gene_385		6	6.866711783492881e-05
rxn02061_c0	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase_c0	c0	=>	0.0	999999.0	cpd00264_c0 + cpd00837_c0 --> cpd00067_c0 + cpd00147_c0 + cpd00558_c0	Spermidine_c0 + S-Adenosylmethioninamine_c0 --> H+_c0 + 5-Methylthioadenosine_c0 + Spermine_c0		YLR146C		5	6.866711783491751e-05
rxn02175_c0	ATP:pantetheine-4'-phosphate adenylyltransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00067_c0 + cpd00834_c0 --> cpd00012_c0 + cpd00655_c0	ATP_c0 + H+_c0 + Phosphopantetheine_c0 --> PPi_c0 + Dephospho-CoA_c0				5	4.5778078557041746e-05
rxn00100_c0	ATP:dephospho-CoA 3'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00655_c0 --> cpd00008_c0 + cpd00010_c0 + cpd00067_c0	ATP_c0 + Dephospho-CoA_c0 --> ADP_c0 + CoA_c0 + H+_c0				5	4.577807855704174e-05
PStm_SC_c0	Phosphatidylserine mitochondrial  transport  yeast specific	c0;m0	<=>	-999999.0	999999.0	cpd29687_c0 <=> cpd29687_m0	ps_BS_c0 <=> ps_BS_m0				2	4.5778078556754574e-05
PEtm_SC_c0	Phosphatidylethanolamine mitochondrial transport  yeast specific	c0;m0	<=>	-999999.0	999999.0	cpd29688_c0 <=> cpd29688_m0	psetha_BS_c0 <=> psetha_BS_m0				2	-4.577807855675457e-05
rxn28987_c0	sirohydrochlorin ferrochelatase_c0	c0	=>	0.0	999999.0	cpd03426_c0 + cpd10515_c0 --> 3 cpd00067_c0 + cpd00557_c0	Sirohydrochlorin_c0 + Fe2+_c0 --> 3 H+_c0 + Siroheme_c0		gene_1218		4	4.577807855675407e-05
rxn13395_c0	sirohydrochlorin dehydrogenase_c0	c0	=>	0.0	999999.0	cpd00006_c0 + cpd01620_c0 --> cpd00005_c0 + cpd00067_c0 + cpd03426_c0	NADP_c0 + Precorrin 2_c0 --> NADPH_c0 + H+_c0 + Sirohydrochlorin_c0		gene_1218		5	4.577807855675407e-05
rxn05120_m0	protoheme IX farnesyltransferase_m0	m0	=>	0.0	999999.0	cpd00001_m0 + cpd00028_m0 + cpd00350_m0 --> cpd00012_m0 + cpd11313_m0	H2O_m0 + Heme_m0 + Farnesyldiphosphate_m0 --> PPi_m0 + hemeO_m0		gene_5893		5	4.577807855675407e-05
rxn02303_c0	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)_c0	c0	=>	0.0	999999.0	cpd00007_c0 + 2 cpd00067_c0 + cpd02083_c0 --> 2 cpd00001_c0 + 2 cpd00011_c0 + cpd00791_c0	O2_c0 + 2 H+_c0 + CoproporphyrinogenIII_c0 --> 2 H2O_c0 + 2 CO2_c0 + ProtoporphyrinogenIX_c0		gene_9796		6	4.577807855675407e-05
rxn02287_c0	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0	c0	=>	0.0	999999.0	2 cpd00017_c0 + cpd00774_c0 --> 2 cpd00019_c0 + cpd00067_c0 + cpd01620_c0	2 S-Adenosyl-L-methionine_c0 + UroporphyrinogenIII_c0 --> 2 S-Adenosyl-homocysteine_c0 + H+_c0 + Precorrin 2_c0		gene_5126		5	4.577807855675407e-05
rxn13311_m0	Heme O monooxygenase, mitochondrial_m0	m0	=>	0.0	999999.0	cpd00004_m0 + cpd00007_m0 + cpd11313_m0 --> cpd00001_m0 + cpd00003_m0 + cpd11312_m0	NADH_m0 + O2_m0 + hemeO_m0 --> H2O_m0 + NAD_m0 + hemeA_m0		gene_12589 or gene_7612 or gene_353		6	4.5778078556754066e-05
rxn00438_c0	ATP:thiamin-phosphate phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00793_c0 <=> cpd00008_c0 + cpd00056_c0	ATP_c0 + Thiamine phosphate_c0 <=> ADP_c0 + TPP_c0				4	4.5778078556754066e-05
rxn00392_c0	ATP:riboflavin 5'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00220_c0 --> cpd00008_c0 + cpd00050_c0 + cpd00067_c0	ATP_c0 + Riboflavin_c0 --> ADP_c0 + FMN_c0 + H+_c0		gene_1087		5	4.5778078556754066e-05
rxn00224_m0	protoheme ferro-lyase (protoporphyrin-forming)_m0	m0	=>	0.0	999999.0	cpd01476_m0 + cpd10515_m0 --> cpd00028_m0 + 2 cpd00067_m0	Protoporphyrin_m0 + Fe2+_m0 --> Heme_m0 + 2 H+_m0		gene_11350		4	4.5778078556754066e-05
rxn13290_c0	farnesyl diphosphate transport (mitochondrial)_m0	c0;m0	<=>	-999999.0	999999.0	cpd00350_c0 <=> cpd00350_m0	Farnesyldiphosphate_c0 <=> Farnesyldiphosphate_m0				2	4.5778078556754066e-05
rxn09721_c0	protoporphyrinogen IX mitochondrial transport_m0	c0;m0	<=>	-999999.0	999999.0	cpd00791_c0 <=> cpd00791_m0	ProtoporphyrinogenIX_c0 <=> ProtoporphyrinogenIX_m0				2	4.5778078556754066e-05
FE2utm_c0	iron (II) transport via diffusion (extracellular to periplasm)_m0	c0;m0	=>	0.0	999999.0	cpd10515_c0 --> cpd10515_m0	Fe2+_c0 --> Fe2+_m0				2	4.5778078556754066e-05
rxn02288_c0	Uroporphyrinogen-III carboxy-lyase_c0	c0	=>	0.0	999999.0	4 cpd00067_c0 + cpd00774_c0 --> 4 cpd00011_c0 + cpd02083_c0	4 H+_c0 + UroporphyrinogenIII_c0 --> 4 CO2_c0 + CoproporphyrinogenIII_c0		gene_11836		4	4.5778078556754066e-05
rxn00122_c0	ATP:FMN adenylyltransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00050_c0 + cpd00067_c0 --> cpd00012_c0 + cpd00015_c0	ATP_c0 + FMN_c0 + H+_c0 --> PPi_c0 + FAD_c0		gene_12791		5	4.5778078556754066e-05
rxn03224_m0	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase_m0	m0	=>	0.0	999999.0	cpd00017_m0 + cpd03092_m0 --> cpd00019_m0 + cpd00067_m0 + cpd03151_m0	S-Adenosyl-L-methionine_m0 + 3-Hexaprenyl-4,5-dihydroxybenzoate_m0 --> S-Adenosyl-homocysteine_m0 + H+_m0 + 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate_m0		gene_3869 or gene_12639 or gene_11580 or gene_11038 or gene_9719 or gene_2152 or gene_12934		5	4.577807855674946e-05
rxn09802_c0	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport_m0	c0;m0	<=>	-999999.0	999999.0	cpd00067_c0 + cpd00868_c0 <=> cpd00067_m0 + cpd00868_m0	H+_c0 + p-hydroxyphenylpyruvate_c0 <=> H+_m0 + p-hydroxyphenylpyruvate_m0				4	4.577807855674946e-05
rxn04680_m0	R06866_m0	m0	=>	0.0	999999.0	cpd03151_m0 --> cpd00011_m0 + cpd03439_m0	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate_m0 --> CO2_m0 + 2-Hexaprenyl-6-methoxyphenol_m0				3	4.577807855674946e-05
